Index,Quarter-Year,Question,Question_cleaned,Asked By,Role of the person asked the question,Answer,Answer_cleaned,Answered By,Role of the person answered the question
77,3Q24,"Good morning. So lower rates was supposed to drive a pick-up in loan growth and conversion of some of these investment banking pipelines. Obviously, we just had one cut and it's early. But any beginning signs of this in terms of the interest in borrowing more, and again, conversion of the banking pipelines?",['good morning lower rates supposed drive pick-up loan growth conversion investment banking pipelines obviously one cut early beginning signs terms interest borrowing more again conversion banking pipelines'],Matt O'Connor,"Analyst, Deutsche Bank Securities, Inc.","I would say, Matt, generally no, frankly, with a couple of minor exceptions. So I think it's probably fair to say that the outperformance late in the quarter in investment banking fees was to a meaningful degree, as I mentioned, driven by DCM as well as to some degree driven by the acceleration of the closing of some M&A transactions. And I do think that some of that DCM outperformance is in the sort of types of deals that are opportunistic deals that aren't in our pipeline, and those are often driven by treasurers and CFOs sort of seeing improvement in market levels and jumping on those. So it's possible that that's a little bit of a consequence of the cuts. As I think I mentioned we did see, for example, a pick-up in mortgage applications and a tiny bit of pick-up in refi. And our multi-family lending business, there might be some hints of more activity there. But these cuts were very heavily priced. Right? The curve has been inverted for a long time. So to a large degree, this is expected. So it's not obvious to me that you should expect immediate dramatic reactions, and that's not really what we're seeing.",['would say matt generally no frankly couple minor exceptions think probably fair say outperformance late quarter investment banking fees meaningful degree mentioned driven dcm well degree driven acceleration closing m&a transactions think dcm outperformance sort types deals opportunistic deals pipeline often driven treasurers cfos sort seeing improvement market levels jumping those possible thats little bit consequence cuts think mentioned see example pick-up mortgage applications tiny bit pick-up refi multi-family lending business might hints activity there cuts heavily priced right curve inverted long time large degree expected obvious expect immediate dramatic reactions thats really were seeing'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co."
78,3Q24,Under what circumstances would you consider government service?,['circumstances would consider government service'],Mike Mayo,"Analyst, Wells Fargo Securities LLC","I think it's wrong. I've always been an American patriot. My country is more important to me than my company, and I think this government is very important to get this â€“ and if you look at the world today, Mike, it is so important that we get things right for the whole geopolitical world. I'm not just talking about the American economy, and we try to participate in policy at the local level, at the state level, at the federal level, at the international level to try to help. That's our job. We try to grow economies and things like that. So nothing has changed in my view, my opinion, or my interest. I just think it's very, very important that we try to help the government do a good job.",['think wrong ive always american patriot country important company think government important get â€“ look world today mike important get things right whole geopolitical world im talking american economy try participate policy local level state level federal level international level try help thats job try grow economies things like that nothing changed view opinion interest think very important try help government good job'],Jamie Dimon,"Chairman & Chief Executive Officer, JPMorgan Chase & Co."
79,3Q24,"Is the disruption from market makers like Jane Street in fixed income trading a real risk, and is there an opportunity for JPMorgan to compete in market making on the private venue side beyond traditional FICC activity?",['disruption market makers like jane street fixed income trading real risk opportunity jpmorgan compete market making private venue side beyond traditional ficc activity'],Ebrahim H. Poonawala,"Analyst, Bank of America Merrill Lynch","Yeah, Ebrahim, the way I would frame that is not as a risk but as a reality. We've always emphasized in all of our businesses that we operate in an extremely competitive environment, and that applies to â€“ and that competitive environment isn't limited to competing against banks or traditional financial institutions. It extends in the consumer space to fintechs. And in the market making space, it obviously increasingly is extending to some of the types of firms that you're referring to. Now those firms are, in many cases, also clients. And that's the same type of dynamic that you see, for example, in the private credit space that we've discussed before. So there's no question that the ecosystem is changing. You've got new competitors. You've got changes in market structure, new dynamics. And as with any business, we are innovating and adjusting and making sure that we're prepared to compete in all the traditional ways and all the new ways. Of course, there are some ways in which being a bank hinders our ability to do that. And one of the arguments that we've made going back to the capital and liquidity regulations is that when you come to the impact on the kind of U.S. capital markets ecosystem, which is the end view of the world, its worked well in its current construct for a long time where some activities were inside the regulated perimeter and there was robust participation from unregulated capital of various sorts. And a world where more and more of that activity gets pushed outside of bank market makers is a meaningful change to that structure that is untested, and it's unclear why you would want that. And we've cautioned that if that's the intent of the regulations, it should be intentional and well-studied. But in the meantime, we're going to adjust and compete to the best of our ability given the constraints of the current rule set.",['yeah ebrahim way would frame risk reality weve always emphasized businesses operate extremely competitive environment applies â€“ competitive environment limited competing banks traditional financial institutions extends consumer space fintechs market making space obviously increasingly extending types firms referring to firms are many cases also clients thats type dynamic see example private credit space weve discussed before theres question ecosystem changing got new competitors got changes market structure new dynamics business innovating adjusting making sure were prepared compete traditional ways new ways course ways bank hinders ability that one arguments weve made going back capital liquidity regulations come impact kind us capital markets ecosystem end view world worked well current construct long time activities inside regulated perimeter robust participation unregulated capital various sorts world activity gets pushed outside bank market makers meaningful change structure untested unclear would want that weve cautioned thats intent regulations intentional well-studied meantime were going adjust compete best ability given constraints current rule set'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co."
80,3Q24,Can you hear me okay?,['hear okay'],Betsy L. Graseck,"Analyst, Morgan Stanley & Co. LLC",Yeah. We can hear you. Can you hear us?,['yeah hear you hear us'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co."
81,3Q24,"I'm not going to ask about a specific NII in 2025, but I did want to delve into the how to think about your deposit margin in volume dynamics in the CCB over the next few years. You have seen a decent amount of pressure in the deposit margin, 2.6%, down about 30 basis points as deposit balances have come down, so it put some pressure on deposit NII. But deposit margins are still well above where they were when rates were at levels that are consistent with where the forward curve now has been going. So I guess how do we think about both volumes and margin dynamics if rates do come down, say, to the level that are consistent with the forward curve? And conversely, volume offset. You mentioned, Jeremy, the retail deposits becoming a tailwind. But, I guess, how much of a tailwind could they be, especially as you are expecting to gain quite a bit of market share in retail deposits? So just give us a sense of sort of the push and pull of these dynamics that really help drive the deposit, the value of the deposit franchise.",['im going ask specific nii 2025 want delve think deposit margin volume dynamics ccb next years seen decent amount pressure deposit margin 26% 30 basis points deposit balances come down put pressure deposit nii deposit margins still well rates levels consistent forward curve going guess think volumes margin dynamics rates come down say level consistent forward curve conversely volume offset mentioned jeremy retail deposits becoming tailwind but guess much tailwind could be especially expecting gain quite bit market share retail deposits give us sense sort push pull dynamics really help drive deposit value deposit franchise'],Saul Martinez,"Analyst, HSBC Securities (USA), Inc.","Sure. Yeah, thanks for the question, Saul. And I think you've laid out the building blocks there already. Just for simplicity, I'm going to try to answer your question without referring to the disclosed CCB deposit margin number, just because that number is obviously the combination of the rate paid on the CCB deposits and the internal FTP into that. And that is a complicated thing that evolves as a function of the modeling of the betas and other things. So I think it's actually more helpful to look at this simply from a Firmwide perspective and look at the evolution of the rate paid in the context of the policy rates roughly, and just set aside the duration management and all those sort of factors. And I think when you do that, what you see is we've been saying for a while that the deposit margin defined for these purposes is simply the difference between the policy rate and the weighted-average rate paid of the consumer deposits, was unsustainably high. And that was going to have to correct one way or the other. Either deposits were going to reprice at the product level through checking and savings, and/or we were going to see a ton of internal migration, i.e. growth in the CD mix, and/or we would see a lower policy rate. So as we sit here right now, of course, we make pricing decisions in the context of market competition at any given moment looking at what the environment is for deposits, but we have not needed to reprice in order to retain primary bank relationships which was also our core strategy. We were never going to chase sort of the hot money at the margin. We've leaned in heavily to CDs and gotten to the current level of CD mix, and that's been a good strategy. And from where we sit now, we now have the margin coming down as a result of the policy rate coming down. It seems that, that puts us in a pretty comfortable position from a pricing perspective. We think the CD mix has probably peaked. Now, on the way down, it's not going to go back down to zero, where it was at the beginning of the cycle. That's an important thing to realize. So all else equal, that creates a little bit of margin compression. And then through all of that, obviously, a lower yield environment should mean that there's a little bit less outflow from consumer deposits, as I mentioned. We're seeing a lot less yield-seeking behavior. So then when you overlay onto that what you mentioned, which is our long-term share growth in CCB deposits, in no small part as a function of the brand strategy and the buildout and the fact that only about a quarter of our top 125 markets in CCB are at that 15% share number, so we believe there's big opportunity to grow the rest of it and be on track at the type of average annual share growth of the order of 30 basis points or 40 basis points that we've seen historically. That's how you kind of assemble a tailwind from normalized deposit margin and balance growth in Consumer.",['sure yeah thanks question saul think laid building blocks already simplicity im going try answer question without referring disclosed ccb deposit margin number number obviously combination rate paid ccb deposits internal ftp that complicated thing evolves function modeling betas things think actually helpful look simply firmwide perspective look evolution rate paid context policy rates roughly set aside duration management sort factors think that see weve saying deposit margin defined purposes simply difference policy rate weighted-average rate paid consumer deposits unsustainably high going correct one way other either deposits going reprice product level checking savings and/or going see ton internal migration ie growth cd mix and/or would see lower policy rate sit right now course make pricing decisions context market competition given moment looking environment deposits needed reprice order retain primary bank relationships also core strategy never going chase sort hot money margin weve leaned heavily cds gotten current level cd mix thats good strategy sit now margin coming result policy rate coming down seems that puts us pretty comfortable position pricing perspective think cd mix probably peaked now way down going go back zero beginning cycle thats important thing realize else equal creates little bit margin compression that obviously lower yield environment mean theres little bit less outflow consumer deposits mentioned were seeing lot less yield-seeking behavior overlay onto mentioned long-term share growth ccb deposits small part function brand strategy buildout fact quarter top 125 markets ccb 15% share number believe theres big opportunity grow rest track type average annual share growth order 30 basis points 40 basis points weve seen historically thats kind assemble tailwind normalized deposit margin balance growth consumer'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co."
82,4Q24,"I wanted to ask about capital, and I know you get this question a lot about the kind of high-class dilemma of your growing capital base and your perspective of that as earnings in store. So, I guess, what's the framework for thinking about the opportunity cost of sitting on the growing base of capital and how high you might let that go versus your patience in waiting for more attractive deployment opportunities?",['wanted ask capital know get question lot kind high-class dilemma growing capital base perspective earnings store so guess whats framework thinking opportunity cost sitting growing base capital high might let go versus patience waiting attractive deployment opportunities'],John McDonald,"Analyst, Truist Securities, Inc.","So, yeah, you've noted all the points that we always make so I won't repeat them. And I think the way we're thinking about it right now is that we feel very comfortable with the notion that it makes sense for us to have a nice store of extra capital in light of the current environment. We believe there's a good chance that there will be a moment where we get to deploy it at better levels essentially in whatever way than the current opportunities would suggest. And so that feels like a correct kind of strategic and financial decision for us. Having said that, having studied it quite extensively over the last six months and have all the debates that you would expect, we've concluded that we do have enough. We have enough excess. And given that, we would like to not have the excess grow from here. So, when you think about the implications of that, given the amount of organic capital generation that we're producing, it means that unless we find in the near term opportunities for organic deployment or otherwise, it means more capital return through buybacks, all else being equal, in order to arrest the growth of the excess. And that is our current plan, although, I'll give the caveat that, as you know, is in our disclosure, which is we don't want to get in the business of guiding on buybacks, and we reserve the right to change the trajectory at any time for any reason, but that is our current thinking.",['so yeah noted points always make repeat them think way were thinking right feel comfortable notion makes sense us nice store extra capital light current environment believe theres good chance moment get deploy better levels essentially whatever way current opportunities would suggest feels like correct kind strategic financial decision us said that studied quite extensively last six months debates would expect weve concluded enough enough excess given that would like excess grow here so think implications that given amount organic capital generation were producing means unless find near term opportunities organic deployment otherwise means capital return buybacks else equal order arrest growth excess current plan although ill give caveat that know disclosure want get business guiding buybacks reserve right change trajectory time reason current thinking'],Jeremy Barnum,"Chief Financial Officer, JPMorganChase"
83,4Q24,"Hi. Simple and then more difficult, I guess. Jamie, who's your successor? And then the second question is, I know I asked the question at Investor Day, why not stay as CEO a little bit longer? I think what I'm hearing from investors now, it goes up and down, but I think investors would like you to stay. So, why say you're going to stay less than five years? You're finally getting what you wanted, 15 years, your spaghetti chart about the regulatory structure and the unpredictability of capital requirements and regulatory costs, and it seems like you're finally getting what you've been playing for. So, why not stay around a bit longer if investors want you to do so? And what would you do otherwise anyway? You don't play golf. You aren't going to be Treasury Secretary. Seems like your work is your hobby, right? So how much longer would you stay around?",['hi simple difficult guess jamie whos successor second question is know asked question investor day stay ceo little bit longer think im hearing investors now goes down think investors would like stay so say going stay less five years finally getting wanted 15 years spaghetti chart regulatory structure unpredictability capital requirements regulatory costs seems like finally getting playing for so stay around bit longer investors want so would otherwise anyway play golf going treasury secretary seems like work hobby right much longer would stay around'],Mike Mayo,"Analyst, Wells Fargo Securities LLC","I do love what I do. And answering the second question first, look, we're on a path. The path is not just about me, it's about the other senior people in the company. It's about the Board. If I'm here for several more years, and I may or may not be Chairman. That's going to be up to the Board. Does it really fit the new CEO and stuff like that? You're talking potentially four, five years or more. I'll be 69 in March. I think it's the rational thing to do. I've had a couple health problems, you know. I just think it makes a lot of sense, and so â€“ and what was your first question again? Oh, yeah. This is an unfortunate thing for any big company like this where these people have to be in the spotlight all the time and always to-ing and fro-ing. We have several exceptional people. You guys know most of them. There's maybe one or two you don't know. The Board reviews and meets with them all the time. I think it's wonderful that Jenn Piepszak, who does not want to be the CEO, will be here as Chief Operating Officer and stay after that. So, obviously, she's going to work with those people which I think is great for a company, just having continuity of management and leadership, and will be one of those people. And obviously, we're not going to tell the press, but it's not determined yet. And of course, the last minute, a couple years from now people get sick, they change their mind, have family circumstances. So, even if you thought you knew today, you couldn't be completely sure.",['love do answering second question first look were path path me senior people company board im several years may may chairman thats going board really fit new ceo stuff like that talking potentially four five years more ill 69 march think rational thing do ive couple health problems know think makes lot sense â€“ first question again oh yeah unfortunate thing big company like people spotlight time always to-ing fro-ing several exceptional people guys know them theres maybe one two know board reviews meets time think wonderful jenn piepszak want ceo chief operating officer stay that so obviously going work people think great company continuity management leadership one people obviously were going tell press determined yet course last minute couple years people get sick change mind family circumstances so even thought knew today completely sure'],Jamie Dimon,"Chairman & Chief Executive Officer, JPMorganChase"
84,4Q24,"Hey. Good morning. Maybe just on regulation, we have a new administration coming in. We have a new, soon-to-be, I guess, a new head of regulation at the Fed. So, maybe just talk about, again, what areas of the regulatory structure, if it were to change, would be most impactful for you. And is there any areas where you think capital requirements could actually go down? Or is this more of a story of requirements just simply stop going up? Thanks.",['hey good morning maybe regulation new administration coming in new soon-to-be guess new head regulation fed so maybe talk about again areas regulatory structure change would impactful you areas think capital requirements could actually go down story requirements simply stop going up thanks'],Jim Mitchell,"Analyst, Seaport Global Securities LLC","Hey, Jim. I mean, it's obviously something we're thinking about a lot. But I could go down some pretty deep rabbit holes speculating on all the different parts of the framework and how they could evolve, and I just don't really think that's productive right now. But let me make some attempt to answer your question. So, backing up a second, if you read Jamie's quotes, they're very consistent with what we've been saying as a company for a long time, which is that all we want is a coherent, rational, holistically-assessed regulatory framework that allows banks to do their job, supporting the economy, that isn't reflexively anti-bank, that doesn't default to the answer to every question being more of everything, more capital, more liquidity, that uses data and that balances the obvious goal that we all share of a safe and sound banking system with actually recognizing that banks play a critical role in supporting growth, and the hope is that we get some of that. And that also, while we're at it, some aspects of the supervisory framework get a little bit less bureaucratic and a little less adversarial and a little bit more substantive so that at the margin, management can focus its time on the things that matter the most. So, whether capital goes up, down, stays flat is really so complicated because it's not just Basel III Endgame, it's also a G-SIB, it's also a number of other factors. And that's why we keep hammering away on the importance of doing all of this holistically, properly with the right analysis. And if that takes time, so be it.",['hey jim mean obviously something were thinking lot could go pretty deep rabbit holes speculating different parts framework could evolve really think thats productive right now let make attempt answer question so backing second read jamies quotes theyre consistent weve saying company long time want coherent rational holistically-assessed regulatory framework allows banks job supporting economy reflexively anti-bank default answer every question everything capital liquidity uses data balances obvious goal share safe sound banking system actually recognizing banks play critical role supporting growth hope get that also were it aspects supervisory framework get little bit less bureaucratic little less adversarial little bit substantive margin management focus time things matter most so whether capital goes up down stays flat really complicated basel iii endgame also g-sib also number factors thats keep hammering away importance holistically properly right analysis takes time it'],Jeremy Barnum,"Chief Financial Officer, JPMorganChase"
85,4Q24,"Wanted to follow up on the questions on capital and maybe ask about some of, Jeremy, the crosscurrents in terms of the denominator. So, if we look at the third quarter regulatory data for your G-SIB surcharge score, that would imply that your score would put you in a range of a 5% G-SIB. So, obviously, from what we understand, if you print that 
 somewhere near that score at the end of this year, then your G-SIB surcharge goes up by 
 to 5% or by 50 basis points two years and one day from now. At the same time, around the holidays, we did get the press release from both the Federal Reserve and the lawsuit from the banks. In terms of the transparency, it looks like the transparency is going to be focused on perhaps being improved as soon as this year's stress test. So, as we think about the definition of excess, right, because part of this is like 15.7% is clearly a huge number. So, as we think about your returns going forward, the definition of excess also continues to shift. So, how should we think about those crosscurrents in terms of two big components, clearly, one is your G-SIB surcharge and the other is your stress capital buffer?",['wanted follow questions capital maybe ask of jeremy crosscurrents terms denominator so look third quarter regulatory data g-sib surcharge score would imply score would put range 5% g-sib so obviously understand print somewhere near score end year g-sib surcharge goes 5% 50 basis points two years one day now time around holidays get press release federal reserve lawsuit banks terms transparency looks like transparency going focused perhaps improved soon years stress test so think definition excess right part like 157% clearly huge number so think returns going forward definition excess also continues shift so think crosscurrents terms two big components clearly one g-sib surcharge stress capital buffer'],Erika Najarian,"Analyst, UBS Securities LLC","Right, Erika. Okay. You are tempting me with many rabbit holes that are very deep. But let's try and address this not too much great length. First of all, G-SIB. So, yes, it was a high print in the third quarter, but we had normal seasonality third quarter and fourth quarter. So, while our current view of G-SIB number is an estimate, we're quite confident that we wound up comfortably in the 5% bucket just as a result of normal seasonality. It was actually a relatively quiet December in terms of the types of year-end things that sometimes create pressures of various types. So that is more or less what you might have otherwise expected in terms of our typical seasonal patterns. So, not much to see there. And the obvious point also being that even under the existing proposed G-SIB rule, which is obviously a little bit hung up, with the smaller buckets and some of the recalibration and so on, it's not even sort of obvious that it would have mattered one way or the other. But, anyway, for now, we're managing to the current rules, and normal seasonality took us back under 5%. Okay, you mentioned the lawsuit. I think the only thing to say about that is that we are happy to see the clear recognition on the part of the Fed that many of the things that we've been talking about for a long time in terms of transparency and volatility, and some of the non-substantive bureaucratic burden associated with the CCAR process needs improvement. So, that's great. I think I won't speak for the industry bodies that were the actual litigants, but it seems to me, if you just read what they said publicly in their press releases, this is as much as anything about preserving rights in light of the statute of limitations deadlines that were coming up. So, let's just hope that we see some significant progress on that front. And then, taking a step back, at a high level, what you're really asking me is, what is our core view about, and I think probably the best way to think about this is just through the lens of the numerator, actually. What is our core view about if you just, for the sake of argument, assume modest growth in the normalized amount of economic denominator, like actual need for capital organically, what will be the likely additional numerator that will be needed or not as a function of the environment. And the way we're increasingly thinking about that is just doing different scenario analysis of like flat numerator, up 5% numerator, up 10% numerator, up 20% numerator. I guess there could be some versions of the world where the numerator's a little less. And then guessing about our central case and comparing our projected capital amount to that number to determine the excess. And as you point out, at 15.7%, and I think the actual quantum of the numerator is something like $275 billion, through pretty much any reasonable lens, it's a ton of excess, which is why we've concluded that it doesn't need to grow anymore.",['right erika okay tempting many rabbit holes deep lets try address much great length first all g-sib so yes high print third quarter normal seasonality third quarter fourth quarter so current view g-sib number estimate were quite confident wound comfortably 5% bucket result normal seasonality actually relatively quiet december terms types year-end things sometimes create pressures various types less might otherwise expected terms typical seasonal patterns so much see there obvious point also even existing proposed g-sib rule obviously little bit hung up smaller buckets recalibration on even sort obvious would mattered one way other but anyway now were managing current rules normal seasonality took us back 5% okay mentioned lawsuit think thing say happy see clear recognition part fed many things weve talking long time terms transparency volatility non-substantive bureaucratic burden associated ccar process needs improvement so thats great think speak industry bodies actual litigants seems me read said publicly press releases much anything preserving rights light statute limitations deadlines coming up so lets hope see significant progress front then taking step back high level really asking is core view about think probably best way think lens numerator actually core view just sake argument assume modest growth normalized amount economic denominator like actual need capital organically likely additional numerator needed function environment way were increasingly thinking different scenario analysis like flat numerator 5% numerator 10% numerator 20% numerator guess could versions world numerators little less guessing central case comparing projected capital amount number determine excess point out 157% think actual quantum numerator something like $275 billion pretty much reasonable lens ton excess weve concluded need grow anymore'],Jeremy Barnum,"Chief Financial Officer, JPMorganChase"
86,4Q24,"Does that conclude your question, Erika?",['conclude question erika'],Jeremy Barnum,"Chief Financial Officer, JPMorganChase",Very good. We can go to the next question. Thanks. Yeah.,['good go next question thanks yeah'],Erika,Unknown
87,4Q24,"Good morning. It seems like you guys have backed off the view that you're materially over-earning on net interest income. And is this all because of the higher rate environment that's expected now? Or is it also partly a different view on deposit pricing, specifically on the consumer side, which I think you had assumed it would reprice a bit more than we've seen?",['good morning seems like guys backed view materially over-earning net interest income higher rate environment thats expected now also partly different view deposit pricing specifically consumer side think assumed would reprice bit weve seen'],Matt O'Connor,"Analyst, Deutsche Bank Securities, Inc.","Yeah, it's a good question, Matt. I guess maybe let me try to frame this from a couple different perspectives. So, on the one hand, you're right. If you look at the NII guidance that we're giving you, including the notion that subject to the yield curve panning out in line with the current forwards, which, as we know, is the one thing that we know won't happen. But if you want to assume something, if you assume the forwards, we're sort of telling you that we might return to sequential growth in the back half of the year, again based on all of our current assumptions, all else being equal. And you could draw the conclusion that that means that the overearning narrative is no longer applicable. I think if you take a big step back, by historical standards, the difference between the policy rate and the weighted average rate paid on consumer deposits remains quite elevated for a variety of reasons and subject to the fact that in the end, deposit pricing is always going to be a response to the competitive environment that we experience in the field, the current structure of the yield curve is such that, for the time being anyway, when we do the math, that's what we see. Do we think that's truly, truly, truly sustainable through the cycle? Unclear. But I guess we'll cross that bridge when we come to it. For now, this is the outlook for the coming year.",['yeah good question matt guess maybe let try frame couple different perspectives so one hand right look nii guidance were giving you including notion subject yield curve panning line current forwards which know one thing know happen want assume something assume forwards were sort telling might return sequential growth back half year based current assumptions else equal could draw conclusion means overearning narrative longer applicable think take big step back historical standards difference policy rate weighted average rate paid consumer deposits remains quite elevated variety reasons subject fact end deposit pricing always going response competitive environment experience field current structure yield curve that time anyway math thats see think thats truly truly truly sustainable cycle unclear guess well cross bridge come it now outlook coming year'],Jeremy Barnum,"Chief Financial Officer, JPMorganChase"
88,4Q24,"Guys, can you hear me okay? All right. Just want to make sure you can hear me. So this has been a great call. First, congratulations on a great quarter. It's been a great call with a lot of robust questions here. You're like, what else is there to ask? Here's my question. As we think about the NII outlook and you highlighted the NIM pressure, but loan 
 but basically, balance is increasing here, right? Maybe you could just speak to 
 could you help me understand the order of the drivers? Is it QT going away, deposits going up, punch it into securities? Is it loan growth 
 inflecting? Is there any place in the franchise where you see loan growth opportunities for inflection this coming year? And then lastly, as I think 
 about your comments around you've got the green market share number one, you've got the yellow, you've got the red, places maybe we can't 
 see. Could you help us understand where those yellows and reds are 
 where they are? Are they just scattered, everybody 
 every single 
 business has one? Or are there some that have more than others and, therefore, more opportunities? And is it more balance sheet or fee-
 generative? That's kind of what I'd like to just discuss if you have a minute. Thanks.",['guys hear okay right want make sure hear me great call first congratulations great quarter great call lot robust questions here like else ask heres question think nii outlook highlighted nim pressure loan basically balance increasing here right maybe could speak could help understand order drivers qt going away deposits going up punch securities loan growth inflecting place franchise see loan growth opportunities inflection coming year lastly think comments around got green market share number one got yellow got red places maybe cant see could help us understand yellows reds are scattered everybody every single business one others and therefore opportunities balance sheet fee- generative thats kind id like discuss minute thanks'],Betsy L. Graseck,"Analyst, Morgan Stanley & Co. LLC","Sure. Yeah, let me take a crack at that, Betsy. So, loan growth, I think looking for areas where it might inflect, the only thing I can think of, 
 frankly, that would be in that category, certainly in terms of being meaningful to the company's performance, would be acquisition finance 
 because that's been relatively muted as a a function of the M&A environment, and if that picks up you could see more there. Now, those aren't 
 loans that we necessarily keep on the balance sheet for that long, so whether that shows up in fees or NII or whatever, it's a separate issue. But  
 as you can see like on our presentation page for the NII outlook, you know that Card loan growth and revolve normalization has been a  
 significant tailwind. And while that is also a driver of growth in 2025, again, based on our current guess about the future, it will be 
 decelerating a little bit, rather than the opposite. 
 
 Still growing above trend obviously, which is great, and it's a sign of the strength of the franchise and the amount of engagement that we're 
 getting from our Card clients, but the big normalization tailwinds there are gone. You know well the state of the mortgage market given rates. 
 Rates are also a headwind in some other pockets like our multifamily lending business at the margin. So, yeah, I think a higher growth 
 environment, a little bit more optimism, could you see a bit more loan growth in Business Banking? Could you see a bit more growth in C&I at 
 the margin? Yes. But I think the place where you might see inflection is more in the areas that are deal-driven, I would say. So, we'll see. We'll 
 see what happens there. And in terms of the reds and the ambers under the green, I think you know them, right? And they're aligned with our 
 big long-standing investment strategies. 
 
 The biggest single one arguably is that in what you might call the affluent section of the Wealth Management space, we are significantly 
 underpenetrated relative to the number of households that we bank in the country and our capabilities and our brand and what we think we 
 bring to the table. So, that's why we're pushing so hard on that front, because I think we can get more share there and it completes the 
 franchise very nicely. There are a bunch of examples elsewhere, but we talk a lot about drilling down inside the Markets business, inside 
 Investment Banking and finding the places where even where at the aggregate global sector level we look great and any given region and any 
 given subsector we can do better. And as I mentioned, we continue to look at that as aggressively as ever.",['sure yeah let take crack that betsy so loan growth think looking areas might inflect thing think of frankly would category certainly terms meaningful companys performance would acquisition finance thats relatively muted function m&a environment picks could see there now loans necessarily keep balance sheet long whether shows fees nii whatever separate issue see like presentation page nii outlook know card loan growth revolve normalization significant tailwind also driver growth 2025 again based current guess future decelerating little bit rather opposite still growing trend obviously great sign strength franchise amount engagement were getting card clients big normalization tailwinds gone know well state mortgage market given rates rates also headwind pockets like multifamily lending business margin so yeah think higher growth environment little bit optimism could see bit loan growth business banking could see bit growth c&i margin yes think place might see inflection areas deal-driven would say so well see well see happens there terms reds ambers green think know them right theyre aligned big long-standing investment strategies biggest single one arguably might call affluent section wealth management space significantly underpenetrated relative number households bank country capabilities brand think bring table so thats were pushing hard front think get share completes franchise nicely bunch examples elsewhere talk lot drilling inside markets business inside investment banking finding places even aggregate global sector level look great given region given subsector better mentioned continue look aggressively ever'],Jeremy Barnum,"Chief Financial Officer, JPMorganChase"
89,4Q24,"In terms of areas of vulnerability, so I heard you, Jeremy, on the lending side, but lots of crosscurrents. Like, if we anchor to the fact that you have a new administration that's taking place or take office with a focus on domestic CapEx. Even if we don't get any rates cut, when you look through your customer base where do you see areas of vulnerability, be it because of tariffs, be it because of just lack of any additional relief from the Fed? Yeah, would love to hear just from a credit quality perspective what no rate cuts might mean.",['terms areas vulnerability heard you jeremy lending side lots crosscurrents like anchor fact new administration thats taking place take office focus domestic capex even get rates cut look customer base see areas vulnerability tariffs lack additional relief fed yeah would love hear credit quality perspective rate cuts might mean'],Ebrahim H. Poonawala,"Analyst, BofA Securities, Inc.","Oh, I see where your question is. That took me a second. Yeah, I mean, look, wholesale credit is pretty hard to predict. It tends to be very idiosyncratic. You obviously know that we're coming out of a 10-plus year period of an exceptionally low charge-off rate, and so at some point that has to normalize to a slightly more reasonable level, a little bit to Jamie's comments earlier about how some things are still not fully normalized, and arguably wholesale credit could be one of those. We do run extensive stress tests on the sensitivities to the portfolio â€“ of the portfolio to rate shock. A lot of what we do from an underwriting perspective is designed to protect us from that, frankly. So, you can rest assured that we're running the relevant analysis, but I'm not inclined to go into detail on any given sector or whatever. Jamie, did you want to add? I would just point the biggest driver of credit has been and always will be unemployment. That's both in the consumer side and it bleeds into the corporate side. It bleeds into mortgages, sub-prime, credit card. So, really, it's your forecast of unemployment, which you have to make your own, which will determine that over time. And so, the second thing you said, vulnerabilities, it's unemployment, but the worst case would be stagflation. Higher rates with higher unemployment will drive higher credit losses literally across the board. We're not predicting that, but you just asked where the vulnerability is, that's the vulnerability.",['oh see question is took second yeah mean look wholesale credit pretty hard predict tends idiosyncratic obviously know were coming 10-plus year period exceptionally low charge-off rate point normalize slightly reasonable level little bit jamies comments earlier things still fully normalized arguably wholesale credit could one those run extensive stress tests sensitivities portfolio â€“ portfolio rate shock lot underwriting perspective designed protect us that frankly so rest assured were running relevant analysis im inclined go detail given sector whatever jamie want add would point biggest driver credit always unemployment thats consumer side bleeds corporate side bleeds mortgages sub-prime credit card so really forecast unemployment make own determine time so second thing said vulnerabilities unemployment worst case would stagflation higher rates higher unemployment drive higher credit losses literally across board were predicting that asked vulnerability is thats vulnerability'],"Jeremy Barnum, Jamie Dimon","Chief Financial Officer, JPMorganChase; Chairman & Chief Executive Officer, JPMorganChase"
