filename,chunk_index,chunk_text,financial_quarter,call_date
jpm-3q23-earnings-call-transcript.pdf,14,"Zooming out from the details
of this most recent proposal, this page reminds us of what's happened since 2017. Since then, SA-CCR and the Stress Capital Buffer have
been adopted, and our GSIB surcharge will increase to 4.5%. So assuming the Basel III Endgame and GSIB proposals are finalized in their
current form, we would see a 45% increase in our capital requirements relative to that 2017 starting point. This illustrates again how over
calibrated these proposals are, and it's not done yet.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,15,"We still expect the Fed to incorporate CECL into CCAR, which will likely increase the
SCB. And of course, given the absence of a fix to the GSIB flaws it continues to present a headwind into the indefinite future. And aside from
those dynamics, there remains the longstanding issue of procyclicality in the overall capital framework. We think it's also important to point out that the agencies did actually have a choice here.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,16,"While it may technically be true that the proposal is
Basel compliant, Basel compliance does not mandate a 25% increase in capital requirements. Implementing the Basel III Endgame
consistently with how the Europeans have, by retaining credit risk modeling and also addressing the compounding effects of GSIB and SCB,
would have achieved Basel compliance without creating this unnecessary increase in capital requirements.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,17,"As you would expect, we will continue to engage and forcefully advocate during the comment period and beyond, in a great deal of technical
detail. For the purposes of this call, we wanted to make the equally important broader points about both the level of capital increase and the
flaws in the construct of the framework itself, since coherent design is critical to the framework's durability over time.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,18,"The current proposal
exacerbates existing features that discourage beneficial scale and diversification. If it goes through as written, there will likely be significant
impacts on pricing and availability of credit for businesses and consumers. In addition, the ongoing and persistent increase in the regulatory cost of market making for banks suggests that the regulators want dramatic
changes of the current operation of the U.S. capital markets.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,19,"We believe that well-regulated market makers that are committed to deploying
capital to clients on a principal basis are a critical building block supporting the breadth, depth and resilience of the American capital markets,
which is vital to the U.S. economy. So, caution is warranted when proposing changes of this magnitude. With that, let's go to our businesses, starting with CCB on page 6.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,20,"Consumer spend growth has now reverted to pre-pandemic trends, with
nominal spend per customer stable and relatively flat year-on-year. Cash buffers continued to normalize to pre-pandemic levels, with lower
income groups normalizing faster. Turning now to the financial results, excluding First Republic. CCB reported net income of $5.3 billion on revenue of $17 billion which was up
19% year-on-year.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,21,"In Banking & Wealth Management, revenue was up 30% year-on-year, driven by higher NII on higher rates. End-of-period
deposits were down 3% quarter-on-quarter. We ranked number one in Retail deposit share based on FDIC data and continued to solidify our
leadership position in key markets. Client investment assets were up 21% year-on-year, driven by market performance and strong net inflows
as we continue to capture yield-seeking flows from our Consumer Banking customers.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,22,"In Home Lending, revenue was down 2% year-on-year, given a smaller market. Originations of $10.3 billion were up slightly quarter-on-
quarter, but they remain down 15% year-on-year. Moving to Card Services & Auto – revenue was up 7% year-on-year, driven by higher Card Services NII on higher revolving balances, partially
offset by lower auto lease income. Card outstandings were up 16% year-on-year, due to strong account acquisition and continued
normalization of revolve.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,23,"And in Auto, originations were up $10.2 billion, up 36% year-on-year, as we saw competitors pull back and we gained
market share. Expenses of $8.5 billion were up 7% year-on-year, largely driven by continued investments in staffing, primarily in front office and technology. In terms of credit performance this quarter, credit costs were $1.4 billion, driven by net charge-offs, which were up $720 million year-on-year,
predominantly due to continued normalization of Card.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,24,"The net reserve build of $49 million reflected a $301 million build in Card Services,
primarily offset by a $250 million release in Home Lending. Next, the CIB on page 7. CIB reported net income of $3.1 billion, on revenue of $11.7 billion. Investment Banking revenue of $1.6 billion was
down 6% year-on-year. IB fees were down 3% year-on-year, and we ranked number one with a year-to-date wallet share of 8.6%. In Advisory,
fees were down 10%.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,25,"Underwriting fees were up 8% for debt and down 6% for equity. In terms of the outlook, we're encouraged by the level of capital markets activity in September, and we have a healthy pipeline going into the
fourth quarter. Advisory has also picked up compared to the first half, but year-to-date announced M&A remains down significantly, which will
continue to be a headwind. Payments revenue was $2.1 billion, up 3% year-on-year.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,26,"Excluding equity investments, it was up 12% driven by
higher rates, partially offset by lower deposit balances. Moving to Markets – total revenue was $6.6 billion, down 3% year-on-year, against a very strong third quarter last year. Fixed Income was up
1%, driven by an increase in financing and trading activity in Securitized Products, as well as improved performance in Credit. This was
predominantly offset by Currencies and Emerging Markets coming off a very strong quarter last year.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,27,"Equity Markets was down 10%,
reflecting lower revenues across products compared to a strong prior-year quarter, as activity was challenged by lower volatility. Securities
Services revenue of $1.2 billion was up 9% year-on-year, driven by higher rates partially offset by lower deposit balances. Expenses of $7.4
billion were up 11% year-on-year, predominantly driven by higher legal expense and wage inflation.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,28,"Credit costs were net benefit of $185 million, driven by a net reserve release of $230 million reflecting the impact of net lending activity and net
charge-offs of $45 million. Moving to the Commercial Bank on page 8. Commercial Banking reported net income of $1.7 billion. Revenue of $3.7 billion was up 20%
year-on-year, with Payments revenue of $2 billion, up 30% year-on-year, driven by higher rates.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,29,"And Gross Investment Banking and Markets
revenue of $821 million was up 8% year-on-year, reflecting increased M&A volume. Expenses of $1.4 billion were up 15% year-on-year, largely driven by an increase in headcount, including front office and technology
investments, as well as higher volume-related expense, including the impact of new client acquisition.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,30,"Average deposits were down 7% year-
on-year, 5% quarter-on-quarter, primarily driven by lower non-operating deposits as clients opt for higher yielding alternatives. Loans were up 1% quarter-on-quarter. C&I loans were flat, reflecting continued stabilization in new loan demand and revolver utilization. And
CRE loans were up 1%, reflecting funding of prior year originations in Real Estate Banking, as well as lower payoff activity.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,31,"Finally, credit costs were $64 million, including net charge-offs of $50 million and a net reserve build of $14 million. Then to complete our lines of business, AWM on page 9. Asset & Wealth Management reported net income of $1.1 billion, with pre-tax margin
of 31%. Revenue of $4.6 billion was relatively flat year-on-year, as higher management fees on strong net inflows and higher average market
levels were offset by lower performance fees and lower NII from deposits.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,32,"Expenses of $3.1 billion were up 3% year-on-year, driven by
continued growth in our private banking advisor teams and the impact of closing the J.P. Morgan Asset Management China and Global Shares
acquisitions. For the quarter, net long-term inflows were $20 billion, positive across all asset classes led by Equities. And in liquidity, we saw net inflows of
$40 billion.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,33,"AUM of $3.2 trillion was up 22% year-on-year and client assets of $4.6 trillion were up 21% year-on-year, driven by continued net
inflows of higher market levels. Finally, loans were flat quarter-on-quarter, while deposits were down 5%, driven by migration to investments,
partially offset by client inflows. Turning to Corporate on page 10. Corporate reported net income of $911 million, revenue was $1.5 billion, up $1.8 billion compared to last
year.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,34,"NII was $2 billion, up $1.2 billion year-on-year, due to the impact of higher rates. And NIR was a net loss of $506 million and included the
net investment securities losses I mentioned upfront. Expenses of $456 million were up $151 million year-on-year. To finish, we have the outlook on page 11. We now expect 2023 NII and NII ex. Markets to be approximately $88.5 billion and $89 billion,
respectively, with the increase driven by slower reprice than previously assumed.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,35,"Consistent with what we've been saying throughout the year,
while we don't know when it will normalize, we do not consider this level of NII to be sustainable. Our outlook for 2023 adjusted expense is now approximately $84 billion. And as a reminder, this is on an adjusted basis, which excludes legal
expense. Also, remember this outlook excludes the pending FDIC special assessment.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,36,"And on credit, we now expect the 2023 Card net charge-off rate to be approximately 2.5%, mostly driven by denominator effects due to recent
balance growth. So to wrap up, we're pleased with another quarter of strong operating results.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,37,"Throughout the year we've been pointing out the various
sources of significant uncertainty in all of those, including the geopolitical situation, economic outlook, rate environment, deposit reprice and
the impact of the Basel III Endgame proposal are as prominent now as they have been in the recent past. But as always, we continue to
prepare for a range of scenarios and are focused on being there for our clients and customers when they need us most. And with that, let's open the line for Q&A.",3Q23,2023-10-13
2q23-earnings-transcript.pdf,1,"Operator: Good morning, ladies and gentlemen. Welcome to JPMorgan Chase's Second Quarter 2023 Earnings Call. This call is being
recorded. Your line will be muted for the duration of the call. We will now go to the live presentation. Please stand by. At this time, I would like to turn the call over to JPMorgan Chase's Chairman and CEO, Jamie Dimon and Chief Financial Officer, Jeremy
Barnum. Mr. Barnum, please go ahead. Jeremy Barnum
Chief Financial Officer, JPMorgan Chase & Co. Thanks, operator.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,2,"Good morning, everyone. The presentation is available on our website, and please refer to the disclaimer in the back. the firm reported net income of $14.5 billion, EPS of $4.75 on revenue of $42.4 billion, and delivered an ROTCE of 25%. These results included the First Republic bargain purchase gain of $2.7 billion, a credit reserve build for the First Republic lending portfolio of
$1.2 billion as well as $900 million of net investment securities losses in Corporate.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,3,"Touching on a few highlights: CCB client investment
assets were up 18% year-on-year, we had record long-term inflows in AWM, and we ranked number one in IB fee wallet share. Before giving you more detail on the financials, let me give you a brief update on the status of the First Republic integration on page 2. The
settlement process with the FDIC is on schedule with a number of key milestones being recently completed.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,4,"Systems integration is also
proceeding apace and we are targeting being substantially complete by mid-2024. First Republic employees have formally joined us as of July
2nd and we're pleased to have had very high acceptance rates on our offers. And although it's still early days, as we get the sales force back in
the market we are happy to see that client retention is strong with about $6 billion of net deposit inflows since the acquisition. Now turning back to this quarter's results on page 3.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,5,"You'll see that in various parts of the presentation, we have specifically called out the
impact of First Republic where relevant. To make things easier, I'm going to start by discussing the overall impact of First Republic on this
quarter's results at the Firmwide level. Then, for the rest of the presentation, I will generally exclude the impact of First Republic in order to
improve comparability with prior periods.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,6,"With that in mind, in this quarter First Republic contributed $4 billion of revenue, $599 million of
expense, and $2.4 billion of net income. As noted on the first page, this includes $2.7 billion of bargain purchase gain which is reflected in NIR
in the Corporate segment, as well as $1.2 billion of allowance build. And remember that the deal happened on May 1st, so the First Republic
numbers only represent two months of results.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,7,"You'll see in the line of business results that we are showing First Republic revenue and allowance in CCB, CB and AWM. And for the
purposes of this quarter's results, all of the deposits are in CCB and substantially all of the expenses are in Corporate. As the integration
continues, some of those items will get allocated across the segments. Now, turning back to Firmwide results excluding First Republic. Revenue of $38.4 billion was up $6.7 billion or 21% year-on-year. NII ex.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,8,"Markets was up $7.8 billion or 57%, driven by higher rates. NIR ex. Markets was down $293 million, largely driven by the net investment securities losses I mentioned earlier, partially offset by a number of less
notable items primarily in the prior year. And Markets revenue was down $772 million or 10% year-on-year. Expenses of $20.2 billion were up
$1.5 billion or 8% year-on-year, primarily driven by higher compensation expense, including wage inflation and higher legal expense.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,9,"And
credit costs of $1.7 billion included net charge-offs of $1.4 billion, predominantly in Card. The net reserve build included a $389 million build in the Commercial Bank, a $200 million build in Card, and a $243 million release in
Corporate, all of which I will cover in more detail later. On to balance sheet and capital on page 4.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,10,"We ended the quarter with a CET1 ratio of
13.8%, flat versus the prior quarter as the benefit of net income less distributions was offset by the impact of First Republic. And as you can
see in the two charts on the page, we've given you some information about the impact of the transaction on both RWA and CET1 ratio. And as
you know, we completed CCAR a couple of weeks ago. Our new indicative SCB is 2.9% versus our current requirement of 4% and it goes into
effect in 4Q23.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,11,"The new SCB also reflects the board's intention to increase the dividend to $1.05 per share in the third quarter. On liquidity, our Bank LCR for the second quarter ended at 129%, in line with what we anticipated at Investor Day. About half of the reduction
is associated with the First Republic transaction. And while we're on the balance sheet, as we previewed in the 10-K, we will be updating our
Earnings at Risk model to incorporate the impact of deposit repricing lags.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,12,"So when we release this quarter's 10-Q, you will see the up 100-
basis point parallel shift scenario will be about positive $2.5 billion whereas in the absence of the change it would have been about negative
$1.5 billion. Now let's go to our businesses starting with CCB on page 5. Both U.S. consumers and small businesses remain resilient and we
haven't observed any meaningful changes to the trends in our data we discussed at Investor Day.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,13,"Turning now to the financial results which I
will speak to excluding the impact of First Republic for CCB, CB and AWM. CCB reported net income of $5 billion on revenue of $16.4 billion,
which was up 31% year-on-year. In Banking & Wealth Management, revenue was up 59% year-on-year, driven by higher NII on higher rates.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,14,"End-of-period deposits were down
4% quarter-on-quarter, as customers continue to spend down their cash buffers, including for seasonal tax payments, and seek higher-yielding
products. Client investment assets were up 18% year-on-year, driven by market performance and strong net inflows across our advisor and
digital channels. In Home Lending, revenue was down 23% year-on-year, driven by lower NII from tighter loan spreads and lower servicing
and production revenue.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,15,"Originations were up quarter-on-quarter, driven by seasonality, although still down 54% year-on-year. Moving to Card
Services & Auto, revenue was up 5%, largely driven by higher Card Services NII on higher revolving balances, partially offset by lower auto
lease income. Card outstandings were up 18% year-on-year, which was the result of revolve normalization and strong new account growth.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,16,"And in Auto,
originations were up $12 billion, up 71% year-on-year as competitors pull back and inventories continue to slowly recover. Expenses of $8.3
billion were up 8% year-on-year, driven by compensation, predominantly due to wage inflation and headcount growth as we continue to invest
in our front office and technology staffing as well as marketing.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,17,"In terms of credit performance this quarter, our credit costs were $1.5 billion,
reflecting a reserve build of $203 million driven by loan growth in Card Services. Net charge-offs were $1.3 billion, up $640 million year-on-
year, predominantly driven by Card as 30 day-plus delinquencies have returned to pre-pandemic levels, in line with our expectations. Next, the CIB on page 6. CIB reported net income of $4.1 billion on revenue of $12.5 billion.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,18,"Investment Banking revenue of $1.5 billion was
up 11% year-on-year or down 7% excluding bridge book markdowns in the prior year. IB fees were down 6% year-on-year and we ranked
number one with year-to-date wallet share of 8.4%. In Advisory, fees were down 19%. Underwriting fees were down 6% for debt and up 30%
for equity with more positive momentum in the last month of the quarter.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,19,"In terms of the second half outlook, we have seen encouraging signs
of activity in Capital Markets and July should be a good indicator for the remainder of the year. However, year-to-date announced M&A is
down significantly, which will be a headwind. Moving to Markets, total revenue was $7 billion, down 10% year-on-year. Fixed Income was down 3%. As expected, the macro franchise
substantially normalized from last year's elevated levels of volatility and client flows.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,20,"This was largely offset by improved performance in the
Securitized Products Group and Credit. Equity Markets was down 20% against a very strong prior-year quarter, particularly in derivatives. Payments revenue was $2.5 billion, up 61% year-on-year. Excluding equity investments, it was up 32%, predominantly driven by higher rates,
partially offset by lower deposit balances. Securities Services revenue of $1.2 billion was up 6% year-on-year, driven by higher rates, partially
offset by lower fees.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,21,"Expenses of $6.9 billion were up 1% year-on-year, driven by higher non-compensation expense as well as wage inflation
and headcount growth, largely offset by lower revenue-related compensation. Moving to the Commercial Bank on page 7. Commercial Banking reported net income of $1.5 billion. Revenue of $3.8 billion was up 42%
year-on-year, driven by higher deposit margins. Payments revenue of $2.2 billion was up 79% year-on-year, driven by higher rates.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,22,"Gross
Investment Banking and Markets revenue of $767 million was down 3% year-on-year, primarily driven by fewer large M&A deals. Expenses of
$1.3 billion were up 12% year-on-year, predominantly driven by higher compensation expense, including front office hiring and technology
investments, as well as higher volume-related expense.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,23,"Average deposits were up 3% quarter-on-quarter, driven by inflows related to new
client acquisition, partially offset by continued attrition in non-operating deposits. Loans were up 2% quarter-on-quarter. C&I loans were up
2%, reflecting stabilization in new loan demand and revolver utilization in the current economic environment, as well as pockets of growth in
areas where we are investing.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,24,"CRE loans were also up 1%, reflecting funding on prior-year originations for construction loans in Real Estate Banking as well as increased
affordable housing activity. Finally, credit costs were $489 million. Net charge-offs were $100 million, including $82 million in the office real
estate portfolio and the net reserve build of $389 million was driven by updates to certain assumptions related to the office real estate market
as well as net downgrade activity in Middle Market Banking.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,25,"Then, to complete our lines of business, AWM on page 8. Asset & Wealth
Management reported net income of $1.1 billion with pre-tax margin of 32%. Revenue of $4.6 billion was up 8% year-on-year, driven by higher
deposit margins on lower balances and higher management fees on strong net inflows.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,26,"Expenses of $3.2 billion were up 8% year-on-year,
driven by higher compensation, including growth in our private banking advisor teams, higher revenue-related compensation, and the impact
of Global Shares and J.P. Morgan Asset Management in China, both of which closed within the last year. For the quarter, record net long-term inflows were $61 billion, positive across all channels, regions, and asset classes, led by Fixed Income
and Equities. And in liquidity, we saw net inflows of $60 billion.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,27,"AUM of $3.2 trillion was up 16% year-on-year and overall client assets of $4.6
trillion were up 20% year-on-year, driven by continued net inflows, higher market levels, and the impact of the acquisition of Global Shares. And finally, loans were down 1% quarter-on-quarter, driven by lower securities-based lending and deposits were down 6%. Turning to
Corporate on page 9.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,28,"As I noted upfront, we are reporting the First Republic bargain purchase gain and substantially all of the expenses in
Corporate. Excluding those items, Corporate reported net income of $339 million. Revenue was $985 million, up $905 million compared to last
year. NII was $1.8 billion, up $1.4 billion year-on-year due to the impact of higher rates. NIR was a net loss of $782 million and included the net
investment securities losses I mentioned upfront.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,29,"Expenses of $590 million were up $384 million year-on-year, largely driven by higher legal
expense. And credit costs were a net benefit of $243 million, reflecting a reserve release as the deposit placed with First Republic in the first
quarter was eliminated as part of the transaction. Next, the outlook on page 10. We now expect 2023 NII and NII ex.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,30,"Markets to be
approximately $87 billion, with the increase driven by higher rates coupled with slower deposit reprice than previously assumed across both
Consumer and Wholesale. And I should take the opportunity to remind you once again that significant sources of uncertainty remain and we
do expect the NII run rate to be substantially below this quarter's run rate at some point in the future as competition for deposits plays out.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,31,"Our expense outlook for 2023 remains approximately $84.5 billion. And on credit, we continue to expect the 2023 Card net charge-off rate to
be approximately 2.6%. So to wrap up, we are proud of the exceptionally strong operating results this quarter. As we look forward, we remain
focused on the significant uncertainties relating to the economic outlook, competition for deposits, and the impact on capital from the pending
finalization of the Basel III rules.",2Q23,2023-07-14
2q23-earnings-transcript.pdf,32,"Nonetheless, despite the likely headwinds ahead, we remain optimistic about the company's ability to
continue delivering excellent performance through a range of scenarios. With that, operator, please open the line for Q&A.",2Q23,2023-07-14
1q23-earnings-transcript.pdf,1,"Operator: Good morning, ladies and gentlemen. Welcome to JPMorgan Chase’s First Quarter 2023 Earnings Call. This call is being recorded. Your line will be muted for the duration of the call. We will now go live to the presentation. Please stand by. At this time, I would like to turn the call over to JPMorgan Chase's Chairman and CEO, Jamie Dimon, and Chief Financial Officer, Jeremy
Barnum. Mr. Barnum, please go ahead. Jeremy Barnum
Chief Financial Officer, JPMorgan Chase & Co.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,2,"Thanks, and good morning, everyone. The presentation is available on our website, and please refer to the disclaimer on the back. the Firm reported net income of $12.6 billion, EPS of $4.10 on revenue of $39.3 billion and delivered an ROTCE of 23%. These results included $868 million of net investment securities losses in Corporate. Before reviewing our results for the quarter, let's talk about the recent bank failures.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,3,"Jamie has addressed a number of the important themes in
his shareholder letter and a recent televised interview so I will go straight to the specific impacts on the firm. As you would expect, we saw significant new account opening activity and meaningful deposit and money market fund inflows, most
significantly in the Commercial Bank, Business Banking and AWM.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,4,"Regarding the deposit inflows, at the Firmwide level, average deposits
were down 3% quarter-on-quarter while end-of-period deposits were up 2% quarter-on-quarter – implying an intra-quarter reversal of the
recent outflow trend as a consequence of the March events. We estimate that we have retained approximately $50 billion of these deposit
inflows at quarter-end.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,5,"It's important to note that while the sequential period-end deposit increase is higher than we would have otherwise expected, our current full
year NII outlook – which I will address at the end – still assumes modest deposit outflows from here. We expect these outflows to be driven by
the same factors as last quarter, as well as the expectation that we will not retain all of this quarter's inflows. Now back to the quarter, touching on a few highlights.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,6,"We grew our IB fee wallet share, consumer spending remains solid with combined debit
and credit card spend up 10% year-on-year, and credit continues to normalize, but actual performance remains strong across the company. we have some more detail. Revenue of $39.3 billion was up $7.7 billion or 25% year-on-year. NII ex. Markets was up $9.2 billion
or 78%, driven by higher rates, partially offset by lower deposit balances. NIR ex.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,7,"Markets was down $1.1 billion or 10%, driven by the
securities losses previously mentioned as well as lower IB fees and lower auto lease income on lower volume, and Markets revenue was
down $371 million or 4% year-on-year. Expenses of $20.1 billion were up $916 million or 5% year-on-year, driven by compensation-related costs reflecting the annualization of last
year's headcount growth and wage inflation.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,8,"These results include the impact of the higher FDIC assessment I mentioned last quarter which,
of course, is unrelated to recent events. And credit costs of $2.3 billion included net charge-offs of $1.1 billion, predominantly in Card. The net
reserve build of $1.1 billion was largely driven by deterioration in our weighted-average economic outlook. On to balance sheet and capital on page 3.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,9,"We ended the quarter with a CET1 ratio of 13.8%, up about 60 basis points, which was primarily
driven by the benefit of net income less distributions and AOCI gains. And in line with what we previously said, we resumed stock buybacks
this quarter and distributed a total of $1.9 billion in net repurchases back to shareholders. Now, let's go to our businesses starting with CCB on page 4. Touching quickly on the health of U.S. consumers and small businesses based
on our data.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,10,"Both continue to show resilience and remain on the path to normalization, as expected, but we continue to monitor their activity
closely. Spend remains solid and we have not observed any notable pullback throughout the quarter. Moving to financial results, CCB reported net income of $5.2 billion, on revenue of $16.5 billion, which was up 35% year-on-year. In Banking
and Wealth Management, revenue was up 67% year-on-year, driven by higher NII on higher rates.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,11,"Average deposits were down 2% quarter-
on-quarter, in line with recent trends. Throughout the quarter, we continued to see customer flows to higher yielding products as you would
expect, but we're encouraged by what we are capturing in CDs and our wealth management offerings. Client investment assets were down
1% year-on-year, but up 7% quarter-on-quarter, driven by market performance as well as strong net inflows.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,12,"In Home Lending, revenue was
down 38% year-on-year, largely driven by lower net interest income from tighter loan spreads and lower production revenue. Moving to Card Services and Auto – revenue was up 14% year-on-year, largely driven by higher Card Services NII on higher revolving
balances, partially offset by lower Auto lease income. Credit card spend was up 13% year-on-year. Card outstandings were up 21%, driven by
strong new account growth and revolve normalization.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,13,"And in Auto, originations were $9.2 billion, up 10% year-on-year. Expenses of $8.1
billion were up 5% year-on-year reflecting the impact of wage inflation and higher headcount. In terms of credit performance this quarter, credit
costs were $1.4 billion, reflecting reserve builds of $300 million in Card and $50 million in Home Lending. Net charge-offs were $1.1 billion, up
about $500 million year-on-year, in line with expectations as delinquency levels continue to normalize across portfolios.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,14,"Next, the CIB on page 5. CIB reported net income of $4.4 billion on revenue of $13.6 billion. Investment Banking revenue of $1.6 billion was
down 24% year-on-year. IB fees were down 19%. We ranked number one with first quarter wallet share of 8.7%. In advisory, fees were down
6% compared to a strong first quarter last year. Our underwriting businesses continued to be affected by market conditions with fees down
34% for debt and 6% for equity.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,15,"In terms of the outlook, the dynamics remain the same: our pipeline is relatively robust, but conversion is sensitive to market conditions and
the economic outlook. We expect the second quarter and the rest of the year to remain challenging. Moving to Markets, total revenue was $8.4 billion, down 4% year-on-year. Fixed Income was flat. Rates was strong during the rally early in the
quarter, as well as through the elevated volatility in March.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,16,"Credit was up on the back of higher client flows and Currencies & Emerging
Markets was down relative to a very strong first quarter in the prior year. Equity Markets was down 12%, driven by lower revenues in
derivatives relative to a strong first quarter in the prior year and lower client activity in Cash. Payments revenue was $2.4 billion, up 26% year-on-year.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,17,"Excluding the net impact of equity investments, primarily a gain in the prior year, it
was up 55%, with the growth driven by higher rates, partially offset by lower deposit balances. Securities Services revenue of $1.1 billion was
up 7% year-on-year, driven by higher rates, partially offset by lower deposit balances and market levels. Expenses of $7.5 billion were up 2%
year-on-year as higher headcount and wage inflation were largely offset by lower revenue-related compensation.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,18,"Moving to the Commercial Bank on page 6. Commercial Banking reported net income of $1.3 billion. Revenue of $3.5 billion was up 46%
year-on-year, driven by higher deposit margins. Payments revenue of $2 billion was up 98% year-on-year driven by higher rates, and gross
Investment Banking revenue of $881 million was up 21% year-on-year on increased M&A and bond underwriting from large deal activity.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,19,"Expenses of $1.3 billion were up 16% year-on-year, largely driven by higher compensation expense, including front office hiring and
technology investments, as well as higher volume-related expense. Average deposits were down 16% year-on-year and 5% quarter-on-
quarter, predominantly driven by continued attrition in non-operating deposits as well as seasonally lower balances. Loans were up 13% year-on-year and 1% sequentially.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,20,"C&I loans were up 1% quarter-on-quarter, with somewhat different dynamics based on
client size. In Middle Market Banking, higher rates and recession concerns have decreased new loan demand and utilization, which is also
leading to weakness in capex spending. In Corporate Client Banking, utilization rates increased modestly quarter-on-quarter as capital market conditions led more clients to opt for
bank debt.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,21,"CRE loans were also up 1% sequentially, with higher rates creating headwinds from both originations and prepayments. And given
the recent focus on commercial real estate, let me remind you that our office sector exposure is less than 10% of our portfolio and is focused
in urban dense markets; and nearly two-thirds of our loans are multifamily, primarily in supply constrained markets.",1Q23,2023-04-14
1q23-earnings-transcript.pdf,22,"Finally, credit costs of
$417 million included a net reserve build of $379 million predominantly driven by what I mentioned upfront. Then to complete our lines of business, AWM on page 7. Asset & Wealth Management reported net income of $1.4 billion with pre-tax margin
of 35%.",1Q23,2023-04-14
