speaker,marker,job_title,utterance,filename,financial_quarter,call_date
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['right', 'okay', 'charlie', 'there', 'lot', 'there', 'honest', 'love', 'idea', 'spending', 'lot', 'time', 'call', 'speculating', 'bank', 'failures', 'obviously', 'particular', 'view', 'next', 'wave', 'landscape', 'going', 'bother', 'debating', 'you', 'guess', 'let', 'try', 'say', 'couple', 'things', 'best', 'answer', 'question', 'talked', 'earlier', 'lot', 'capital', 'jamie', 'says', 'capital', 'earnings', 'store', 'right', 'see', 'lot', 'really', 'compelling', 'opportunities', 'deploy', 'capital', 'opportunities', 'arise', 'despite', 'uncertainty', 'basel', 'iii', 'endgame', 'well', 'positioned', 'deploy', 'think', 'embedded', 'also', 'sort', 'question', 'fdic', 'fdic', 'attitude', 'towards', 'different', 'types', 'bidders', 'obviously', 'there', 'lot', 'thinking', 'analysis', 'happening', 'entire', 'process', 'recent', 'forums', 'speeches', 'bank', 'resolution', 'forth', 'think', 'probably', 'agree', 'better', 'else', 'equal', 'system', 'much', 'capital', 'available', 'many', 'different', 'types', 'capital', 'available', 'ensure', 'things', 'stabilized', 'anything', 'ever', 'goes', 'wrong', 'mechanics', 'talking', 'banks', 'trivial', 'underestimated', 'guess', 'that', 'probably', 'much', 'that']",jpm-1q24-earnings-call-transcript.pdf,1Q24,2024-04-12
Matt O’Connor,Q,"Analyst, Deutsche Bank Securities, Inc.","['got', 'separately', 'within', 'consumer', 'card', 'businesses', 'highlighted', 'volumes', 'yearoveryear', 'obviously', 'still', 'strong', 'piece', 'trends', 'within', 'worth', 'noting', 'terms', 'changes', 'spend', 'category', 'either', 'overall', 'among', 'certain', 'segments', 'thank', 'you']",jpm-1q24-earnings-call-transcript.pdf,1Q24,2024-04-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['excellent', 'too']",jpm-1q24-earnings-call-transcript.pdf,1Q24,2024-04-12
Betsy L. Graseck,Q,"Analyst, Morgan Stanley & Co. LLC","['good', 'morning']",jpm-1q24-earnings-call-transcript.pdf,1Q24,2024-04-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.",['thanks'],jpm-1q24-earnings-call-transcript.pdf,1Q24,2024-04-12
Jim Mitchell,Q,"Analyst, Seaport Global Securities LLC","['right', 'okay', 'great', 'thanks', 'color']",jpm-1q24-earnings-call-transcript.pdf,1Q24,2024-04-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'mean', 'think', 'drivers', 'let', 'say', 'what', 'embedded', 'current', 'guidance', 'actually', 'meaningfully', 'different', 'fourth', 'quarter', 'meaning', 'current', 'yield', 'curve', 'little', 'bit', 'stale', 'now', 'snap', 'quarterend', 'roughly', 'three', 'cuts', 'current', 'yield', 'curve', 'said', 'expectation', 'ongoing', 'internal', 'migration', 'meaningful', 'offset', 'card', 'revolve', 'growth', 'little', 'bit', 'less', 'prior', 'years', 'still', 'tailwind', 'there', 'expect', 'deposit', 'balances', 'sort', 'flat', 'modestly', 'down', 'that', 'little', 'bit', 'headwind', 'margin', 'then', 'there', 'obviously', 'wild', 'card', 'potential', 'product', 'level', 'reprice', 'always', 'say', 're', 'going', 'make', 'decisions', 'situationally', 'function', 'competitive', 'conditions', 'marketplace', 'know', 'obviously', 'world', 've', 'got', 'something', 'like', 'billion', 'deposits', 'paying', 'effectively', 'zero', 'relatively', 'small', 'changes', 'product', 'level', 'reprice', 'change', 'nii', 'run', 'rate', 'lot', 'error', 'bands', 'pretty', 'wide', 're', 'always', 'going', 'stick', 'mantra', 'losing', 'primary', 'bank', 'relationships', 'thinking', 'long', 'term', 'health', 'franchise', 'think', 'deposit', 'pricing']",jpm-1q24-earnings-call-transcript.pdf,1Q24,2024-04-12
Jim Mitchell,Q,"Analyst, Seaport Global Securities LLC","['okay', 'followup', 'sort', 'bigger', 'picture', 'nii', 'sort', 'biggest', 'driver', 'outlook', 'migration', 'forward', 'curve', 'balances', 'sounds', 'like', 'migration', 'curious', 'hear', 'thoughts', 'biggest', 'drivers', 'upside', 'downside']",jpm-1q24-earnings-call-transcript.pdf,1Q24,2024-04-12
"Yeah. Good question, Jim. I think the simplest and best answer to that is",,,"['really', 've', 'saying', 'while', 'migration', 'checking', 'savings', 'cds', 'sort', 'dominant', 'trend', 'driving', 'increase', 'weighted', 'average', 'rate', 'paid', 'consumer', 'deposit', 'franchise', 'continues', 'continue', 'capture', 'moneyinmotion', 'high', 'rate', 're', 'happy', 'means', 'consumer', 'franchise', 'level', 'engagement', 're', 'seeing', 'aware', 'there', 'little', 'bit', 'narrative', 'seeing', 'end', 'people', 'sometimes', 'refer', 'cash', 'sorting', 've', 'looked', 'data', 'see', 'evidence', 'maybe', 'slowing', 'little', 'bit', 're', 'quite', 'cautious', 'that', 'really', 'sort', 'think', 'makes', 'sense', 'assume', 'world', 'checking', 'savings', 'paying', 'effectively', 'zero', 'policy', 'rate', 'going', 'see', 'ongoing', 'migration', 'frankly', 'expect', 'see', 'even', 'world', 'even', 'current', 'yield', 'curve', 'environment', 'change', 'meaningful', 'cuts', 'get', 'reintroduced', 'would', 'actually', 'start', 'see', 'those', 'would', 'still', 'expect', 'see', 'ongoing', 'migration', 'yieldseeking', 'behavior', 'quite', 'conceivable', 'actually', 'yield', 'curve', 'fourth', 'quarter', 'six', 'cuts', 'still', 'nonetheless', 'expecting', 'increase', 'weighted', 'average', 'rate', 'paid', 'migration', 'continues', 'would', 'say', 'meaningful', 'change', 'trends', 'expectation', 'ongoing', 'migration', 'much', 'still', 'there']",jpm-1q24-earnings-call-transcript.pdf,1Q24,2024-04-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.",['nan'],jpm-1q24-earnings-call-transcript.pdf,1Q24,2024-04-12
Jim Mitchell,Q,"Analyst, Seaport Global Securities LLC","['hey', 'good', 'morning', 'jeremy', 'speak', 'trends', 'seeing', 'respect', 'deposit', 'migration', 'quarter', 'there', 'change', 'seen', 'migration', 'start', 'slow', 'not']",jpm-1q24-earnings-call-transcript.pdf,1Q24,2024-04-12
Charles W. Peabody,Q,"Analyst, Portales Partners LLC","['alright', 'thank', 'you']",jpm-1q24-earnings-call-transcript.pdf,1Q24,2024-04-12
Betsy L. Graseck,Q,"Analyst, Morgan Stanley & Co. LLC","['okay', 'thank', 'much', 'appreciate', 'looking', 'forward', 'seeing', 'investor', 'day', 'may', 'th']",jpm-1q24-earnings-call-transcript.pdf,1Q24,2024-04-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['', 'quarter', 'otherwise', 'nothing', 'add', 'jamie', 'complete', 'answer', 'welcome', 'back', 'betsy']",jpm-1q24-earnings-call-transcript.pdf,1Q24,2024-04-12
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['sorry', 'billion', 'quarter', 'yeah']",jpm-1q24-earnings-call-transcript.pdf,1Q24,2024-04-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'betsy', 'wanted', 'add', 'welcome', 'back', 'thoughts', 'well', 'minor', 'edit', 'jamie', 'answer', 'think', 'misspoke', 'said', 'billion', 'year', 'buybacks', 'trajectory', 'billion', '']",jpm-1q24-earnings-call-transcript.pdf,1Q24,2024-04-12
Betsy L. Graseck,Q,"Analyst, Morgan Stanley & Co. LLC","['excellent', 'thank', 'much']",jpm-1q24-earnings-call-transcript.pdf,1Q24,2024-04-12
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['remember', 'lot', 'things', 'change', 'shortrun', 'longrun', 'looks', 'like', 'basel', 'iii', 'endgame', 'may', 'worst', 'case', 'll', 'something', 'less', 'that', 'obviously', 'happens', 'would', 'free', 'lot', 'capital', 'going', 'say', 'order', 'billion', 'something', 'like', 'that', 'and', 'yes', 've', 'always', 'capital', 'hierarchy', 'way', 're', 'going', 'use', 'capital', 'build', 'business', 'first', 'mean', 'pay', 'dividend', 'steady', 'dividend', 'build', 'business', 'think', 'appropriate', 'buy', 'back', 'stock', 're', 'continuing', 'buy', 'back', 'stock', 'billion', 'quarter', 'sic', 'personally', 'want', 'buy', 'back', 'lot', 'current', 'prices', 'think', 'heard', 'talk', 'world', 'things', 'like', 'that', 'waiting', 'preparation', 'basel', 'hopefully', 'll', 'know', 'something', 'later', 'much', 'specific', 'all', 'meantime', 'there', 'also', 'important', 'put', 'mind', 'shortterm', 'uses', 'capital', 'good', 'shareholders', 'could', 'reduce', 'cet', 'too', 'may', 'see', 'things', 'shortrun', 'increase', 'earnings', 'increase', 'capital', 'using', 'capital', 'jeremy', 'mentioned', 'one', 'things', 'know', 'balance', 'sheet', 'use', 'balance', 'sheet', 'credit', 'trading', 'could', 'things', 'now', 'great', 'position', 're', 'going', 'very', 'patient', 'urge', 'analysts', 'keep', 'mind', 'excess', 'capital', 'wasted', 'capital', 'earnings', 'store', 'deploy', 'good', 'way', 'shareholders', 'due', 'course']",jpm-1q24-earnings-call-transcript.pdf,1Q24,2024-04-12
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['yeah', 'betsy', 'answer', 'question', 'want', 'say', 'something', 'behalf', 'jpmorgan', 'and', 'personally', 'thrilled', 'call', 'know', 'betsy', 'terrible', 'medical', 'episode', 'reminder', 'lucky', 'here', 'but', 'betsy', 'particular', 'amount', 'respect', 'have', 'work', 'character', 'last', 'plus', 'years', 'exceptional', 'behalf', 'want', 'welcome', 'back', 'thrilled', 'here', 'asking', 'pertinent', 'question', 're', 'earning', 'lot', 'money', 'capital', 'cup', 'runneth', 'over', 'that', 've', 'increased', 'dividend', 'asking', 'like', 'pay', 'something', 'like', 'third', 'third', 'normalized', 'earnings', 'course', 'hard', 'calculate', 'always', 'normalized', 'earnings', 'are', 'mind', 'little', 'bit', 'ahead', 'sometimes', 'little', 'bit', 'behind', 'sometimes', 'could', 'give', 'people', 'kind', 'consistent', 'dividend', 'guidance', 'cetera', 'think', 'far', 'important', 'question', 'look', 'going', 'oversimplify', 'basically', 'prepare', 'total', 'basel', 'endgame', 'today', 'roughly', 'specifics', 'matter', 'much']",jpm-1q24-earnings-call-transcript.pdf,1Q24,2024-04-12
Betsy L. Graseck,Q,"Analyst, Morgan Stanley & Co. LLC","['couple', 'questions', 'here', 'just', 'one', 'jamie', 'could', 'talk', 'decision', 'raise', 'dividend', 'kind', 'midcycle', 'felt', 'like', 'pre', 'ccar', 'also', 'help', 'understand', 'thinking', 'payout', 'ratio', 'dividend', 'payout', 'ratio', 'range', 'past', 'several', 'years', 'somewhere', 'suggesting', 'could', 'towards', 'higherend', 'range', 'even', 'expanding', 'that', 'also', 'wanted', 'understand', 'buyback', 'keeping', 'cet', 'here', 'minimum', '', 'know', 'wait', 'basel', 'iii', 'endgame', 'reproposal', 'come', 'that', 'expecting', 'that', 'hey', 're', 'going', 'hold', 'cet', 'know', 'rules', 'thanks']",jpm-1q24-earnings-call-transcript.pdf,1Q24,2024-04-12
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.",['morning'],jpm-1q24-earnings-call-transcript.pdf,1Q24,2024-04-12
Charles W. Peabody,Q,"Analyst, Portales Partners LLC","['right', 'thank', 'you']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'erika', 'that', 'good', 'question', 'understand', 'asking', 'asking', 'think', 'answer', 'going', 'little', 'bit', 'unsatisfying', 'classic', 'decisionmaking', 'uncertainty', 'kind', 'probabilistic', 'cloud', 'variety', 'different', 'factors', 'but', 'ingredients', 'listed', 'right', 'ingredients', 'right', 'strong', 'organic', 'capital', 'generation', 'uncertainty', 'finalization', 'rule', 'uncertainty', 'scb', 'requirements', 'obviously', 'normal', 'capital', 'hierarchy', 'buybacks', 'always', 'bottom', 'hierarchy', 're', 'done', 'using', 'capital', 'priorities', 'think', 'said', 'previously', 'stands', 're', 'sticking', 'modest', 'pace', 'now', 'obviously', 'lot', 'flexibility', 'adjust', 'whenever', 'want', 'current', 'regime', 'may', 'well', 'that']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'mean', 'probably', 'answer', 'question', 'think', 'second', 'sort', 'violates', 'prior', 'statement', 'really', 'want', 'get', 'business', 'guiding', 'first', 'republic', 'big', 'picture', 'right', 'big', 'picture', 'eight', 'months', 'first', 'republic', 'nii', 're', 'going', '', 'else', 'equal', 'there', 'calendarization', 'there', 'what', 'also', 'true', 'result', 'impact', 'nii', 'pull', 'par', 'certain', 'relatively', 'shortdated', 'assets', 'fairvalued', 'meaningful', 'discount', 'part', 'transaction', 'sort', 'pull', 'par', 'happens', 'quite', 'quickly', 'therefore', 'probably', 'juiced', 'number', 'little', 'bit', 'therefore', 'straight', 'annualization', 'probably', 'right', 'way', 'think', 'then', 'get', 'questions', 'ftp', 'funding', 'whatever', 'like', 'complicated', 'rather', 'there']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'good', 'question', 'gerard', 'mean', 'think', 'heard', 'jamie', 'talk', 'lot', 'obviously', 'big', 'focus', 'one', 'complicating', 'elements', 'current', 'environment', 'think', 'math', 'math', 'sense', 'else', 'equal', 'withdrawing', 'systemwide', 'deposits', 'last', 'six', 'months', 'year', 'that', 'offset', 'hopefully', 'reduction', 'size', 'rrp', 'that', 'supportive', 'systemwide', 'deposits', 'rrp', 'lower', 'levels', 'may', 'little', 'bit', 'less', 'tailwind', 'also', 'case', 'know', 'there', 'market', 'expectation', 'going', 'start', 'slowing', 'point', 'year', 'still', 'reasonable', 'levels', 'reserves', 'cushion', 'rrp', 'that', 'part', 'reason', 'outlook', 'deposits', 'modestly', 'down', 'shrinkage', 'system', 'wide', 'deposits', 'maybe', 'partially', 'offset', 'belief', 'take', 'share', 'but', 'also', 'think', 'second', 'half', 'year', 'going', 'interesting', 'watch', 'terms', 'fed', 'does']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'gerard', 'wish', 'answer', 'interesting', 'practice', 'always', 'use', 'forward', 'curve', 'outlook', 'that', 'what', 'there']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Gerard Cassidy,Q,"Analyst, RBC Capital Markets LLC","['jeremy', 'coming', 'back', 'outlook', 'forecast', 'net', 'interest', 'income', 'upcoming', 'year', 'six', 'fed', 'fund', 'rate', 'cuts', 'guys', 'assuming', 'give', 'little', 'insight', 'assuming', 'six', 'cuts', 'customers', 'telling', 'businesses', 'weaker', 'economic', 'outlook', 'forward', 'curve', 'give', 'something', 'behind', 'assuming', 'many', 'rate', 'cuts']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['hey', 'gerard']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Gerard Cassidy,Q,"Analyst, RBC Capital Markets LLC","['jeremy', 'you']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['thanks', 'mike']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Mike Mayo,Q,"Analyst, Wells Fargo Securities LLC","['right', 'thank', 'you']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'sure', 'let', 'address', 'point', 'think', 'maybe', 'lot', 'quantitative', 'detail', 'stuff', 'll', 'save', 'investor', 'day', 'mind', 'but', 'address', 'point', 'may', 'aware', 'actually', 'teresa', 'heitsenrether', 'running', 'strategy', 'company', 'member', 'operating', 'committee', 'think', 'indication', 'priority', 'place', 'this', 'partnership', 'lori', 'technology', 'organization', 'think', 'think', 'little', 'bit', 'barbelled', 'one', 'hand', 're', 'excited', 'this', 'there', 'clearly', 'significant', 'opportunities', 'nothing', 'starting', 'technology', 'developers', 'terms', 'opportunity', 'significantly', 'increased', 'productivity', 'there', 'time', 're', 'jpmorgan', 'chase', 're', 'going', 'chasing', 'shiny', 'objects', 'want', 'extremely', 'disciplined', 'way', 'commercial', 'linked', 'tangible', 'outcomes', 'current', 'focus', 'making', 'sure', 'contained', 'wellchosen', 'list', 'highimpact', 'use', 'cases', 're', 'throwing', 'resources', 'right', 'way', 'that', 'extremely', 'pragmatic', 'disciplined', 're', 'holding', 'accountable', 'actual', 'results']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Mike Mayo,Q,"Analyst, Wells Fargo Securities LLC","['yeah', 'talk', 'impact', 'technology', 'approach', 'know', 'asked', 'said', 'spending', 'careful', 'want', 'see', 'return', 'dollars', 'much', 'difference', 'make', 'big', 'tech', 'budget', 'last', 'year', 'much', 'year', 'much', 'could', 'make', 'difference', 'little', 'meat', 'tech', 'bones']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.",['sure'],jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Mike Mayo,Q,"Analyst, Wells Fargo Securities LLC","['okay', 'short', 'followup', 'still', 'here']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['finally', 'note', 'actually', 'talked', 'technology', 'businesses', 'that', 'actually', 'even', 'though', 'businesses', 'various', 'ways', 'investing', 'technology', 'spending', 'money', 'drivers', 'actually', 'consistent', 'across', 'entire', 'firm', 'even', 'though', 'bottomsup', 'driven', 'drivers', 'consistent', 'they', 've', 'been', 'new', 'products', 'features', 'customer', 'platforms', 'well', 'modernization', 'that', 'happening', 'throughout', 'company', 'app', 'level', 'otherwise', 'say', 'actually', 'closing', 'talking', 'technology', 'think', 'interesting', 'point', 'driver', 'growth', 'writ', 'large', 'one', 'things', 'see', 'higher', 'volumerelated', 'technology', 'expense', 'throughout', 'company', 'thanks', 'question', 'mike', 'good', 'opportunity', 'give', 'guys', 'bit', 'color', 'here']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'mike', 'thanks', 'question', 'yeah', 'course', 'will', 'noted', 'hearing', 'investor', 'day', 'investor', 'day', 'take', 'little', 'bit', 'extra', 'time', 'answer', 'question', 'right', 'important', 'give', 'transparency', 'going', 'follow', 'structure', 'used', 'page', 'line', 'business', 'starting', 'ccb', 'biggest', 'dollar', 'driver', 'overall', 'increase', 'yearonyear', 'last', 'year', 'one', 'key', 'driver', 'branch', 'strategy', 'associated', 'staff', 'that', 'built', 'new', 'branches', 're', 'planning', 'similar', 'number', 'year', 'marketing', 'also', 'driver', 're', 'seeing', 'great', 'opportunities', 'great', 'demand', 'engagement', 'card', 'products', 'shows', 'marketing', 'well', 'know', 'wealth', 'strategy', 'ccb', 'remains', 'big', 'focus', 'priority', 'think', 'worth', 'noting', 'here', 'right', 've', 'talked', 'know', 'mike', 'investments', 'designed', 'produce', 'short', 'term', 'payoffs', 'much', 'longerterm', 'table', 'stakes', 'actually', 'see', 'quite', 'bit', 'evidence', 'current', 'payoffs', 'current', 'results', 'ccb', 'investment', 'example', 'million', 'net', 'new', 'checking', 'accounts', 'growth', 'active', 'card', 'accounts', 'last', 'three', 'years', 've', 'increased', 'deposit', 'market', 'share', 'basis', 'points', 've', 'often', 'said', 'company', 'whole', 're', 'happy', 'producing', 'good', 'current', 'returns', 'growth', 'investing', 'future', 'awm', 'continued', 'client', 'advisor', 'hiring', 'key', 'driver', 'well', 'making', 'sure', 'advisors', 'new', 'clients', 'support', 'need', 'little', 'bit', 'prior', 'question', 'awm', 'also', 'little', 'bit', 'volume', 'revenuerelated', 'driver', 'tied', 'improved', 'revenue', 'outlook', 'commercial', 'bank', 'interesting', 'story', 'sense', 'half', 'exit', 'rate', 'impact', 'ads', 'middle', 'year', 'based', 'market', 'disruption', 'kind', 'new', 'clients', 'new', 'loans', 'saw', 'need', 'support', 'across', 'entire', 'ecosystem', 'well', 'fact', 'created', 'opportunity', 'middle', 'year', 'accelerate', 'longstanding', 'preexisting', 'innovation', 'economy', 'strategy', 'took', 'opportunities', 'onboard', 'key', 'teams', 'different', 'parts', 'franchise', 'then', 'look', 'really', 'pretty', 'consistent', 'themes', 'ones', 'before', 'including', 'hiring', 'bankers', 'domestically', 'internationally', 'cib', 'story', 'little', 'bit', 'different', 'percentage', 'growth', 'lower', 'recognizes', 'think', 'very', 'strong', 'share', 'positions', 'starting', 'point', 'also', 'fact', 've', 'investing', 'quite', 'aggressively', 'time', 'payments', 'business', 'produced', 'meaningful', 'payoffs', 'already', 'terms', 'significant', 'share', 'gains', 'result', 'biggest', 'driver', 'cib', 'really', 'generic', 'inflation', 'including', 'labor', 'well', 'prior', 'question', 'volume', 'revenuerelated', 'increases', 'tied', 'improved', 'nir', 'outlook', 'want', 'say', 'avoidance', 'doubt', 'despite', 'this', 'core', 'strategy', 'looking', 'granularly', 'areas', 'strength', 'weakness', 'making', 'sure', 're', 'upgrading', 'appropriate', 'absolutely', 'best', 'talent', 'cib', 'remains', 'fully', 'effect']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Mike Mayo,Q,"Analyst, Wells Fargo Securities LLC","['guiding', 'billion', 'expenses', 'that', 'billion', 'yearoveryear', 'seems', 'like', 'quite', 'big', 'increase', 'could', 'give', 'color', 'that', 'know', 've', 'two', 'years', 'ago', 'big', 'increase', 'expenses', 'without', 'lot', 'visibility', 'could', 'upfront', 'give', 'visibility', 'much', 'due', 'incentive', 'pay', 'much', 'due', 'tech', 'much', 'due', 'expected', 'returns', 'get', 'billion', 'pickup', 'thanks']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Erika Najarian,Q,"Analyst, UBS Securities LLC","['thank', 'you']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['little', 'bit', 'there', 'yeah', 'would', 'see', 'that', 'often', 'talk', 'volume', 'revenue', 'related', 'category', 'think', 'prepared', 'remarks', 'noted', 'talked', 'billion', 'increase', 'category', 'yearonyear', 'result', 'improved', 'nir', 'outlook', 'hope', 'expectation', 'continued', 'rebound', 'investment', 'banking', 'wallet', 'share', 'part', 'that']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Gerard Cassidy,Q,"Analyst, RBC Capital Markets LLC","['okay', 'good', 'then', 'followup', 'obviously', 'pointed', 'also', 'outlook', 'going', 'deposit', 'attrition', 'some', 'course', '', 'guys', 'give', 'insights', 'impact', 'deposit', 'base', 'organization', 'second', 'surprised', 'disruptive', 'liquidity', 'markets']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Gerard Cassidy,Q,"Analyst, RBC Capital Markets LLC","['great', 'thank', 'you']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['thanks', 'gerard']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'thanks', 'charlie', 'one', 'thing', 'said', 'kind', 'gave', 'first', 'republic', 'guidance', 'investor', 'day', 'earlier', 'year', 'understood', 'need', 'track', 'that', 've', 'splitting', 'first', 'republic', 'reported', 'results', 'order', 'improve', 'periodonperiod']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Charles W. Peabody,Q,"Analyst, Portales Partners LLC","['thank', 'you', 'question', 'role', 'first', 'republic', 'plays', 'nii', 'forecast', 'assuming', 'full', 'year', 'first', 'republic', 'contribution', 'nii', 'let', 'say', '', 'billion', 'year', 'billion', 'billion', 'next', 'year', 'given', 'forecasting', 'six', 'rate', 'cuts', 'detractor', 'assumptions', 'nii', 'first', 'republic', 'mean', 'fdic', 'note', 'also', 'significant', 'amount', 'adjustable', 'rate', 'mortgages', 'assume', 'repricing', 'upwards', 'talking', 'rate', 'cuts', 'would', 'hurt', 'nii', 'forecast', 'first', 'republic', 'guessing', 'rates', 'stay', 'higher', 'longer', 'first', 'republic', 'much', 'bigger', 'contributor', 'talk', 'sensitivities', 'first', 'republic', 'there']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Glenn Schorr,Q,"Analyst, Evercore ISI","['okay', 'cool', 'thank', 'that']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['interesting', 'heard', 'much', 'that', 'glenn', 'look', 'you', 'honest', 'fact', 'heard', 'much', 'makes', 'think', 'maybe', 'big', 'driver', 'right', 'now']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Glenn Schorr,Q,"Analyst, Evercore ISI","['anything', 'specific', 'assetbacked', 'important', 'part', 'business', 'too', 'see', 'following', 'path', 'direct', 'lending', 'has']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'thanks', 'glenn', 'think', 'last', 'part', 'question', 'say', 'important', 'part', 'important', 'factor', 'competitive', 'dynamic', 'one', 'key', 'things', 'offer', 'company', 'meaningful', 'shift', 'environment', 'something', 've', 'watching', 'time', 've', 'made', 'enhancements', 'new', 'initiatives', 'ensure', 'compete', 'effectively', 'traditional', 'syndicated', 'lending', 'businesses', 'also', 'headtohead', 'private', 'credit', 'providers', 'types', 'unitranche', 'structures', 'that', 'client', 'actually', 'wants', 'tends', 'tradeoff', 'best', 'possible', 'pricing', 'versus', 'speed', 'certainty', 'execution', 'provide', 'sort', 'exceptionally', 'strong', 'longtime', 'dcm', 'franchise', 'that', 'priority', 're', 'actually', 'already', 'starting', 'see', 'results', 'across', 'commercial', 'bank', 'cib', 'certain', 'client', 'segments', 'bigger', 'picture', 'course', 'context', 'basel', 'iii', 'endgame', 'people', 'talk', 'lot', 'risk', 'certain', 'lending', 'activity', 'getting', 'pushed', 'regulated', 'perimeter', 'important', 'clear', 'right', 'important', 'clients', 'too', 'compete', 'them', 'they', 're', 'also', 'clients', 'end', 'point', 'people', 'regulators', 'particular', 'aware', 'likely', 'consequences', 'what', 'happening', 'make', 'sure', 'results', 'intentional', 're', 'looking', 'around', 'corner', 'little', 'bit']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Glenn Schorr,Q,"Analyst, Evercore ISI","['assetbacked', 'finance', 'seeing', 'raise', 'lot', 'money', 'infrastructure', 'energy', 'question', 'big', 'trend', 'this', 'much', 'think', 'cyclical', 'versus', 'secular', 'importantly', 'jpmorgan', 'adapt', 'participate']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Glenn Schorr,Q,"Analyst, Evercore ISI","['thank', 'you', 'want', 'get', 'perspective', 'private', 'credit', 'overall', 'industry', 'saw', 'lot', 'growth', 'big', 'relative', 'banking', 'market', 'think', 'there', 'lot', 'share', 'shift', 'direct', 'lending', 'middle', 'market', 'lending', 'now', 'starting', 'see']",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.",['yeah'],jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12
