question_speaker,question_job_title,question,answer_speaker,answer_job_title,answer,filename,financial_quarter,call_date,question_tokenised_data,question_cleaned_data,answer_tokenised_data,answer_cleaned_data
"Mike Mayo, Analyst, Wells Fargo Securities LLC","Analyst, Wells Fargo Securities LLC","Alright, and separate question. I appreciate the Investor Day – gives a little bit more color on the degree that your investments may or may not pan out; we are still all watching that closely. Having said that, you just increased revenue guidance by $10 billion for NII between this quarter and the first quarter without changing expense guidance by even $1. Aren't you tempted to spend a little bit more? Why not spend more if you're gaining share? And I'm not saying that you should; I'm just wondering like aren't you tempted to do so? You have $10 billion more revenues and you're not spending $1 more of expenses. Like, why not?","Jeremy Barnum, Chief Financial Officer, JPMorgan Chase","Chief Financial Officer, JPMorgan Chase & Co.","Mike, let me get this right. You're actually complaining that our expenses aren't high enough? Is that right?",2q23-earnings-transcript.pdf,2Q23,2023-07-14,"['alright', 'separate', 'question', 'appreciate', 'investor', 'day', 'give', 'little', 'bit', 'color', 'degree', 'investment', 'may', 'may', 'pan', 'out', 'still', 'watching', 'closely', 'said', 'that', 'increased', 'revenue', 'guidance', 'billion', 'nii', 'quarter', 'first', 'quarter', 'without', 'changing', 'expense', 'guidance', 'even', 'tempted', 'spend', 'little', 'bit', 'more', 'spend', 'gaining', 'share', 'saying', 'should', 'wondering', 'like', 'tempted', 'billion', 'revenue', 'spending', 'expense', 'like', 'not']",['alright separate question appreciate investor day – gives little bit color degree investments may may pan out; still watching closely said that increased revenue guidance $10 billion nii quarter first quarter without changing expense guidance even $1 tempted spend little bit more spend gaining share im saying should; im wondering like tempted so $10 billion revenues spending $1 expenses like not'],"['mike', 'let', 'get', 'right', 'actually', 'complaining', 'expense', 'high', 'enough', 'right']",['mike let get right actually complaining expenses high enough right']
"Jamie Dimon, Chairman & Chief Executive Officer, JPMorgan Chase","Chairman & Chief Executive Officer, JPMorgan Chase & Co.","And Erika, I would just add one thing. We do have a mix of businesses that earn from like 0% ROTCE to 100%. We have some which are very capital-intensive so we look at kind of all of them, and I think 17% is a good number and a good target. The other thing we're over-earning on is credit. We've been over-earning on credit for a substantial amount of time now, we're quite conscious about it. We know that it's going to pick up just as it normalizes, considerably more than now. Look, we would consider credit card normalizing to be closer to 3.5%.",,,,2q23-earnings-transcript.pdf,2Q23,2023-07-14,"['erika', 'would', 'add', 'one', 'thing', 'mix', 'business', 'earn', 'like', 'rotce', 'capitalintensive', 'look', 'kind', 'them', 'think', 'good', 'number', 'good', 'target', 'thing', 're', 'overearning', 'credit', 've', 'overearning', 'credit', 'substantial', 'amount', 'time', 'now', 're', 'quite', 'conscious', 'know', 'going', 'pick', 'normalizes', 'considerably', 'now', 'look', 'would', 'consider', 'credit', 'card', 'normalizing', 'closer', '']",['erika would add one thing mix businesses earn like 0% rotce 100% capital-intensive look kind them think 17% good number good target thing were over-earning credit weve over-earning credit substantial amount time now were quite conscious it know going pick normalizes considerably now look would consider credit card normalizing closer 35%'],['nan'],['nan']
"Steven Chubak, Analyst, Wolfe Research LLC","Analyst, Wolfe Research LLC","Hey, good morning.","Jeremy Barnum, Chief Financial Officer, JPMorgan Chase","Chief Financial Officer, JPMorgan Chase & Co.","Good morning, Steve.",1q23-earnings-transcript.pdf,1Q23,2023-04-14,"['hey', 'good', 'morning']",['hey good morning'],"['good', 'morning', 'steve']",['good morning steve']
"Jamie Dimon, Chairman & Chief Executive Officer, JPMorgan Chase","Chairman & Chief Executive Officer, JPMorgan Chase & Co.",Operator: That concludes today's conference. Thank you all for your participation. You may disconnect at this time.,,,,1q23-earnings-transcript.pdf,1Q23,2023-04-14,"['operator', 'concludes', 'today', 'conference', 'thank', 'participation', 'may', 'disconnect', 'time']",['operator: concludes todays conference thank participation may disconnect time'],['nan'],['nan']
"Steven Chubak, Analyst, Wolfe Research LLC","Analyst, Wolfe Research LLC","So, Jamie, I was actually hoping to get your perspective on how you see the recent developments with SVB impacting the regulatory landscape for the big banks. In your letter you spent a fair amount of time highlighting the consequences of overly stringent capital requirements, the risk of steering more activities to the less regulated nonbanks. But what are some of the changes that you're scenario planning for – whether it's higher capital, increase in FDIC assessment fees? And along those same lines, how you're thinking about the buyback given continued strong capital build, but a lot of macro uncertainty at the moment.","Jamie Dimon, Chairman & Chief Executive Officer, JPMorgan Chase","Chairman & Chief Executive Officer, JPMorgan Chase & Co.","Well, I think you were already kind of complete with answering your own question there. Look, we're hoping that everyone just takes a deep breath and looks at what happened and the breadth and depth of regulations already in place. Obviously, when something happens like this, you should adjust, think about it. So I think down the road there may be some limitations on held-to-maturity, maybe more TLAC for certain type-size banks, and more scrutiny on interest rate exposure, and stuff like that. But it doesn't have to be a revamp of the whole system, just recalibrating things the right way. And I think it should be done knowing what you want the outcome to be. The outcome you should want is very strong community and regional banks. And certain actions are taken which are drastic – it could actually make them weaker. So, that's all it is. We do expect higher capital from Basel IV, effectively and, obviously there's going to be an FDIC assessment – that'll be what it is. 5",1q23-earnings-transcript.pdf,1Q23,2023-04-14,"['jamie', 'actually', 'hoping', 'get', 'perspective', 'see', 'recent', 'development', 'svb', 'impacting', 'regulatory', 'landscape', 'big', 'bank', 'letter', 'spent', 'fair', 'amount', 'time', 'highlighting', 'consequence', 'overly', 'stringent', 'capital', 'requirement', 'risk', 'steering', 'activity', 'less', 'regulated', 'nonbanks', 'change', 'scenario', 'planning', 'whether', 'higher', 'capital', 'increase', 'fdic', 'assessment', 'fee', 'along', 'line', 'thinking', 'buyback', 'given', 'continued', 'strong', 'capital', 'build', 'lot', 'macro', 'uncertainty', 'moment']",['so jamie actually hoping get perspective see recent developments svb impacting regulatory landscape big banks letter spent fair amount time highlighting consequences overly stringent capital requirements risk steering activities less regulated nonbanks changes scenario planning – whether higher capital increase fdic assessment fees along lines thinking buyback given continued strong capital build lot macro uncertainty moment'],"['well', 'think', 'already', 'kind', 'complete', 'answering', 'question', 'there', 'look', 're', 'hoping', 'everyone', 'take', 'deep', 'breath', 'look', 'happened', 'breadth', 'depth', 'regulation', 'already', 'place', 'obviously', 'something', 'happens', 'like', 'this', 'adjust', 'think', 'think', 'road', 'may', 'limitation', 'heldtomaturity', 'maybe', 'tlac', 'certain', 'typesize', 'bank', 'scrutiny', 'interest', 'rate', 'exposure', 'stuff', 'like', 'that', 'revamp', 'whole', 'system', 'recalibrating', 'thing', 'right', 'way', 'think', 'done', 'knowing', 'want', 'outcome', 'outcome', 'want', 'strong', 'community', 'regional', 'bank', 'certain', 'action', 'taken', 'drastic', 'could', 'actually', 'make', 'weaker', 'that', 'expect', 'higher', 'capital', 'basel', 'effectively', 'and', 'obviously', 'there', 'going', 'fdic', 'assessment']",['well think already kind complete answering question there look were hoping everyone takes deep breath looks happened breadth depth regulations already place obviously something happens like this adjust think it think road may limitations held-to-maturity maybe tlac certain type-size banks scrutiny interest rate exposure stuff like that revamp whole system recalibrating things right way think done knowing want outcome be outcome want strong community regional banks certain actions taken drastic – could actually make weaker so thats is expect higher capital basel iv effectively and obviously theres going fdic assessment – is 5']
"Jamie Dimon, Chairman & Chief Executive Officer, JPMorgan Chase","Chairman & Chief Executive Officer, JPMorgan Chase & Co.","Cheap. Matt O'Connor Analyst, Deutsche Bank Securities, Inc. Q Okay. All right. Thank you. Operator: We have no further questions.",,,,1q23-earnings-transcript.pdf,1Q23,2023-04-14,"['cheap', 'matt', 'oconnor', 'analyst', 'deutsche', 'bank', 'security', 'inc', 'okay', 'right', 'thank', 'you', 'operator', 'question']",['cheap matt oconnor analyst deutsche bank securities inc q okay right thank you operator: questions'],['nan'],['nan']
"Betsy L. Graseck, Analyst, Morgan Stanley & Co. LLC","Analyst, Morgan Stanley & Co. LLC",Got it.,"Jamie Dimon, Chairman & Chief Executive Officer, JPMorgan Chase","Chairman & Chief Executive Officer, JPMorgan Chase & Co.","And there were supposed – I just remembered, there were supposed to be pauses in there about how they looked at banks relative to the global economy, which are getting smaller. The G-SIFI was supposed to be adjusted for that. So, it may very – we're expecting it go up, but there are a lot of reasons why it shouldn't go up. And JPMorgan – there's so much capital. I mean, so you can't look at JPMorgan and say, well, it's a capital issue. And even the banks, by the way, when you look at it – even though some of the banks that are in trouble, they have plenty of capital. Their issue wasn't capital, it was other things. And so I'm just hoping regulators are very thoughtful. And the other thing is they should a priori decide what they want out of the banking system at this point because I've made it clear – I can look at the banking system and say that no bank should keep a loan, if possible. That's how much capital is now being required for loans. 15",1q23-earnings-transcript.pdf,1Q23,2023-04-14,['got'],['got it'],"['supposed', 'remembered', 'supposed', 'pause', 'looked', 'bank', 'relative', 'global', 'economy', 'getting', 'smaller', 'gsifi', 'supposed', 'adjusted', 'that', 'may', 're', 'expecting', 'lot', 'reason', 'jpmorgan', 'there', 'much', 'capital', 'mean', 'nt', 'look', 'jpmorgan', 'say', 'well', 'capital', 'issue', 'even', 'bank', 'way', 'look', 'even', 'though', 'bank', 'trouble', 'plenty', 'capital', 'issue', 'capital', 'thing', 'hoping', 'regulator', 'thoughtful', 'thing', 'priori', 'decide', 'want', 'banking', 'system', 'point', 've', 'made', 'clear', 'look', 'banking', 'system', 'say', 'bank', 'keep', 'loan', 'possible', 'that', 'much', 'capital', 'required', 'loan']",['supposed – remembered supposed pauses looked banks relative global economy getting smaller g-sifi supposed adjusted that so may – were expecting go up lot reasons go up jpmorgan – theres much capital mean cant look jpmorgan say well capital issue even banks way look – even though banks trouble plenty capital issue capital things im hoping regulators thoughtful thing priori decide want banking system point ive made clear – look banking system say bank keep loan possible thats much capital required loans 15']
"Mike Mayo, Analyst, Wells Fargo Securities LLC","Analyst, Wells Fargo Securities LLC",All right. Thank you.,"Jamie Dimon, Chairman & Chief Executive Officer, JPMorgan Chase","Chairman & Chief Executive Officer, JPMorgan Chase & Co.",Yeah. Operator: The next question comes from the line of Betsy Graseck with Morgan Stanley. You may proceed.,1q23-earnings-transcript.pdf,1Q23,2023-04-14,"['right', 'thank', 'you']",['right thank you'],"['yeah', 'operator', 'next', 'question', 'come', 'line', 'betsy', 'graseck', 'morgan', 'stanley', 'may', 'proceed']",['yeah operator: next question comes line betsy graseck morgan stanley may proceed']
"Betsy L. Graseck, Analyst, Morgan Stanley & Co. LLC","Analyst, Morgan Stanley & Co. LLC",Hi. Good morning. 13,"Jeremy Barnum, Chief Financial Officer, JPMorgan Chase","Chief Financial Officer, JPMorgan Chase & Co.","Hey, Betsy.",1q23-earnings-transcript.pdf,1Q23,2023-04-14,"['good', 'morning']",['hi good morning 13'],"['hey', 'betsy']",['hey betsy']
"Betsy L. Graseck, Analyst, Morgan Stanley & Co. LLC","Analyst, Morgan Stanley & Co. LLC",I do want to unpack the question here on the possibility of higher for longer rates and how that impacts you in your non-Markets NII...,"Jeremy Barnum, Chief Financial Officer, JPMorgan Chase","Chief Financial Officer, JPMorgan Chase & Co.","Betsy, did we just lose you? I feel like you just dropped.",1q23-earnings-transcript.pdf,1Q23,2023-04-14,"['want', 'unpack', 'question', 'possibility', 'higher', 'longer', 'rate', 'impact', 'nonmarkets', 'nii', '']",['want unpack question possibility higher longer rates impacts non-markets nii'],"['betsy', 'lose', 'you', 'feel', 'like', 'dropped']",['betsy lose you feel like dropped']
"Betsy L. Graseck, Analyst, Morgan Stanley & Co. LLC","Analyst, Morgan Stanley & Co. LLC","No, hear me? Hello?","Jamie Dimon, Chairman & Chief Executive Officer, JPMorgan Chase","Chairman & Chief Executive Officer, JPMorgan Chase & Co.",Go ahead.,1q23-earnings-transcript.pdf,1Q23,2023-04-14,"['hear', 'hello']",['no hear me hello'],['ahead'],['go ahead']
"Jeremy Barnum, Chief Financial Officer, JPMorgan Chase","Chief Financial Officer, JPMorgan Chase & Co.",Yeah. You're back now.,,,,1q23-earnings-transcript.pdf,1Q23,2023-04-14,"['yeah', 'back', 'now']",['yeah back now'],['nan'],['nan']
"Betsy L. Graseck, Analyst, Morgan Stanley & Co. LLC","Analyst, Morgan Stanley & Co. LLC","Okay. So I just wanted to unpack the higher for longer rate possibility as to how it impacts your NII because your NII guide is assuming the forward curve, if I understand correctly. So, in the event that you get that higher for longer, just how much does that impact NII ex. Markets because I'm trying to triangulate here about – maybe you lose some deposits, but if we have higher for longer, shouldn't we expect the trajectory goes up from this quarter as opposed to down? Is that – that's the question.","Jamie Dimon, Chairman & Chief Executive Officer, JPMorgan Chase","Chairman & Chief Executive Officer, JPMorgan Chase & Co.","Go ahead, Jeremy. And then I'll go.",1q23-earnings-transcript.pdf,1Q23,2023-04-14,"['okay', 'wanted', 'unpack', 'higher', 'longer', 'rate', 'possibility', 'impact', 'nii', 'nii', 'guide', 'assuming', 'forward', 'curve', 'understand', 'correctly', 'event', 'get', 'higher', 'longer', 'much', 'impact', 'nii', 'market', 'trying', 'triangulate', 'maybe', 'lose', 'deposit', 'higher', 'longer', 'expect', 'trajectory', 'go', 'quarter', 'opposed', 'down', 'that', 'question']",['okay wanted unpack higher longer rate possibility impacts nii nii guide assuming forward curve understand correctly so event get higher longer much impact nii ex markets im trying triangulate – maybe lose deposits higher longer expect trajectory goes quarter opposed down – thats question'],"['ahead', 'jeremy', 'll']",['go ahead jeremy ill go']
"Jeremy Barnum, Chief Financial Officer, JPMorgan Chase","Chief Financial Officer, JPMorgan Chase & Co.","Sure. So, Betsy, your question is very good. And I would say that if you look at the evolution of our outlook last year, it was pretty clear that we were very asset-sensitive, certainly in terms of the sort of one year forward EaR type measure. You also obviously know that our current EaR actually shows a slight negative number, so a tiny bit liability sensitive, and I won't get into all the nuances about why that may or may not be a great predictor in the short-term. But the point is that the level of rates now is of course very different from what it was last year. And at this level of rates, the relationship between our short-term NII evolution and the curve is not always going to be clear in any given moment. It's quite tricky, and it can behave in somewhat wonky ways as a function of, again, what I've alluded to a couple times on this call – the competitive environment for deposits, which is not, in fact, a sort of mathematically predictable thing as a function of the rate curve. So, that's why we're emphasizing all the different drivers of uncertainty in the NII outlook. Yeah. 14",,,,1q23-earnings-transcript.pdf,1Q23,2023-04-14,"['sure', 'betsy', 'question', 'good', 'would', 'say', 'look', 'evolution', 'outlook', 'last', 'year', 'pretty', 'clear', 'assetsensitive', 'certainly', 'term', 'sort', 'one', 'year', 'forward', 'ear', 'type', 'measure', 'also', 'obviously', 'know', 'current', 'ear', 'actually', 'show', 'slight', 'negative', 'number', 'tiny', 'bit', 'liability', 'sensitive', 'get', 'nuance', 'may', 'may', 'great', 'predictor', 'shortterm', 'point', 'level', 'rate', 'course', 'different', 'last', 'year', 'level', 'rate', 'relationship', 'shortterm', 'nii', 'evolution', 'curve', 'always', 'going', 'clear', 'given', 'moment', 'quite', 'tricky', 'behave', 'somewhat', 'wonky', 'way', 'function', 'again', 've', 'alluded', 'couple', 'time', 'call', 'competitive', 'environment', 'deposit', 'not', 'fact', 'sort', 'mathematically', 'predictable', 'thing', 'function', 'rate', 'curve', 'that', 're', 'emphasizing', 'different', 'driver', 'uncertainty', 'nii', 'outlook', 'yeah']",['sure so betsy question good would say look evolution outlook last year pretty clear asset-sensitive certainly terms sort one year forward ear type measure also obviously know current ear actually shows slight negative number tiny bit liability sensitive get nuances may may great predictor short-term point level rates course different last year level rates relationship short-term nii evolution curve always going clear given moment quite tricky behave somewhat wonky ways function of again ive alluded couple times call – competitive environment deposits not fact sort mathematically predictable thing function rate curve so thats were emphasizing different drivers uncertainty nii outlook yeah 14'],['nan'],['nan']
"Jamie Dimon, Chairman & Chief Executive Officer, JPMorgan Chase","Chairman & Chief Executive Officer, JPMorgan Chase & Co.","Yeah. So I'll just add, so next quarter we all kind of know already. Two quarters out, we know a little bit less. Three quarters out, we know a little bit less. And 2024, we know very little. That number, you could imagine – this is a little inside baseball now – the number that we're talking about for 2024 is not based upon an implied curve. It's based upon us looking at multiple potential scenarios, leveling them kind of out and saying this is kind of a range. And you're absolutely correct. You could have an environment of higher for longer that might be better than that, but remember, higher for longer comes with a lot of other things attached to it – like maybe a recession, stagflation, lower volumes. So I wouldn't look at that as higher for longer is a positive. It might be a slight positive on that line. It would probably would be a negative on other lines.",,,,1q23-earnings-transcript.pdf,1Q23,2023-04-14,"['yeah', 'll', 'add', 'next', 'quarter', 'kind', 'know', 'already', 'two', 'quarter', 'out', 'know', 'little', 'bit', 'less', 'three', 'quarter', 'out', 'know', 'little', 'bit', 'less', 'know', 'little', 'number', 'could', 'imagine', 'little', 'inside', 'baseball', 'number', 're', 'talking', 'based', 'upon', 'implied', 'curve', 'based', 'upon', 'looking', 'multiple', 'potential', 'scenario', 'leveling', 'kind', 'saying', 'kind', 'range', 'absolutely', 'correct', 'could', 'environment', 'higher', 'longer', 'might', 'better', 'that', 'remember', 'higher', 'longer', 'come', 'lot', 'thing', 'attached', 'like', 'maybe', 'recession', 'stagflation', 'lower', 'volume', 'look', 'higher', 'longer', 'positive', 'might', 'slight', 'positive', 'line', 'would', 'probably', 'would', 'negative', 'line']",['yeah ill add next quarter kind know already two quarters out know little bit less three quarters out know little bit less 2024 know little number could imagine – little inside baseball – number were talking 2024 based upon implied curve based upon us looking multiple potential scenarios leveling kind saying kind range absolutely correct could environment higher longer might better that remember higher longer comes lot things attached – like maybe recession stagflation lower volumes look higher longer positive might slight positive line would probably would negative lines'],['nan'],['nan']
"Betsy L. Graseck, Analyst, Morgan Stanley & Co. LLC","Analyst, Morgan Stanley & Co. LLC","Yeah. Got it. Okay, that's super helpful to understand how you think through that. And then the follow-up is just on the buybacks. So do I take your comments to mean that you're on pause now? And if that's the case, what would be the driver of restarting?","Jamie Dimon, Chairman & Chief Executive Officer, JPMorgan Chase","Chairman & Chief Executive Officer, JPMorgan Chase & Co.","Yeah. No. We're not on pause now. We're doing a little bit now. We obviously have a lot of excess capital. We also like to buy our stock when it's cheap, not just when it's available. And we're also peering ahead, looking at those little bit of storm clouds so we're going to be kind of cautious. So we're going to make this decision every day. We also don't like to tell the market what we're doing, just so you know.",1q23-earnings-transcript.pdf,1Q23,2023-04-14,"['yeah', 'got', 'okay', 'that', 'super', 'helpful', 'understand', 'think', 'that', 'followup', 'buyback', 'take', 'comment', 'mean', 'pause', 'now', 'that', 'case', 'would', 'driver', 'restarting']",['yeah got it okay thats super helpful understand think that follow-up buybacks take comments mean pause now thats case would driver restarting'],"['yeah', 're', 'pause', 'now', 're', 'little', 'bit', 'now', 'obviously', 'lot', 'excess', 'capital', 'also', 'like', 'buy', 'stock', 'cheap', 'available', 're', 'also', 'peering', 'ahead', 'looking', 'little', 'bit', 'storm', 'cloud', 're', 'going', 'kind', 'cautious', 're', 'going', 'make', 'decision', 'every', 'day', 'also', 'like', 'tell', 'market', 're', 'doing', 'know']",['yeah no were pause now were little bit now obviously lot excess capital also like buy stock cheap available were also peering ahead looking little bit storm clouds were going kind cautious were going make decision every day also like tell market were doing know']
"Betsy L. Graseck, Analyst, Morgan Stanley & Co. LLC","Analyst, Morgan Stanley & Co. LLC",Yeah. And then can you give us any sense of what Basel IV endgame means to you in your RWAs? How much should we be baking in for those?,"Jeremy Barnum, Chief Financial Officer, JPMorgan Chase","Chief Financial Officer, JPMorgan Chase & Co.","Yeah, Betsy, we really don't have any new information there, right? I mean, I think clearly if you go back like a year, we were maybe a little bit more optimistic that it might be across all the different levers and all the different pieces of it, closer to capital neutral. I think now it feels like it's likely to be worse than that. Hopefully, it's not too much worse than that. And I would just remind you that there are a lot of different levers, so when the NPR comes, that's only going to be a part of it, there's going to be other pieces – the holistic review. And it's going to take a lot of time to phase in and we're going to have time to adjust. So we'll know when we know.",1q23-earnings-transcript.pdf,1Q23,2023-04-14,"['yeah', 'give', 'sense', 'basel', 'endgame', 'mean', 'rwas', 'much', 'baking', 'those']",['yeah give us sense basel iv endgame means rwas much baking those'],"['yeah', 'betsy', 'really', 'new', 'information', 'there', 'right', 'mean', 'think', 'clearly', 'back', 'like', 'year', 'maybe', 'little', 'bit', 'optimistic', 'might', 'across', 'different', 'lever', 'different', 'piece', 'closer', 'capital', 'neutral', 'think', 'feel', 'like', 'likely', 'worse', 'that', 'hopefully', 'much', 'worse', 'that', 'would', 'remind', 'lot', 'different', 'lever', 'npr', 'come', 'that', 'going', 'part', 'there', 'going', 'piece', 'holistic', 'review', 'going', 'take', 'lot', 'time', 'phase', 're', 'going', 'time', 'adjust', 'll', 'know', 'know']",['yeah betsy really new information there right mean think clearly go back like year maybe little bit optimistic might across different levers different pieces it closer capital neutral think feels like likely worse that hopefully much worse that would remind lot different levers npr comes thats going part it theres going pieces – holistic review going take lot time phase were going time adjust well know know']
"Betsy L. Graseck, Analyst, Morgan Stanley & Co. LLC","Analyst, Morgan Stanley & Co. LLC",This is based on the current rule set.,"Jamie Dimon, Chairman & Chief Executive Officer, JPMorgan Chase","Chairman & Chief Executive Officer, JPMorgan Chase & Co.","Yeah, because the market is pricing holds. The market would take loans at much lower capital ratio than banks are being forced to hold for them. I'm talking about just loans only. So that's why you're seeing a lot of capital go to – I mean a lot of credit go to non-banks, and dramatically, by the way. Rapidly and dramatically. And so if you're a regulator, you should be looking at it and saying, do I want that? Is that a good thing for the system? If you believe it's a good thing for the system, raise the capital and more credit will go out of the system. That's fine. If that's what they want, that's fine. But they should do it with a forethought, not accidentally.",1q23-earnings-transcript.pdf,1Q23,2023-04-14,"['based', 'current', 'rule', 'set']",['based current rule set'],"['yeah', 'market', 'pricing', 'hold', 'market', 'would', 'take', 'loan', 'much', 'lower', 'capital', 'ratio', 'bank', 'forced', 'hold', 'them', 'talking', 'loan', 'only', 'that', 'seeing', 'lot', 'capital', 'mean', 'lot', 'credit', 'nonbanks', 'dramatically', 'way', 'rapidly', 'dramatically', 'regulator', 'looking', 'saying', 'want', 'that', 'good', 'thing', 'system', 'believe', 'good', 'thing', 'system', 'raise', 'capital', 'credit', 'system', 'that', 'fine', 'that', 'want', 'that', 'fine', 'forethought', 'accidentally']",['yeah market pricing holds market would take loans much lower capital ratio banks forced hold them im talking loans only thats seeing lot capital go – mean lot credit go non-banks dramatically way rapidly dramatically regulator looking saying want that good thing system believe good thing system raise capital credit go system thats fine thats want thats fine forethought accidentally']
"Mike Mayo, Analyst, Wells Fargo Securities LLC","Analyst, Wells Fargo Securities LLC","All right. And then one for you, Jamie. I guess taking the 10,000 foot level, I guess, when you look at asset liability management, or ALM – you could call this nightmare on ALM street, and you've seen some big problems at banks, and I guess how would you evaluate yourself, I guess, with this $7 billion higher NII guide? It probably is good, but to what degree are you willing to sacrifice JPM shareholder money to help rescue problem banks that did not get their asset liability management correctly? 12","Jamie Dimon, Chairman & Chief Executive Officer, JPMorgan Chase","Chairman & Chief Executive Officer, JPMorgan Chase & Co.","Well, it's two really different questions. So we've been quite cautious on interest rates for quite a while, and how we invest our portfolio, what our expectations are, our stress testing. The stress test – the CCAR stress test, as you know, had rates going down. I always looked at rates going up and being prepared – whether or not anything is going to happen. So we've been quite conservative ourselves and we don't mind continuing to do that because I remind people that having excess capital, you haven't lost it. It's kind of earnings in store – you get to deploy it later and maybe at a more opportune time, when the time comes. And look, we like to help the system when it needs help, if we can reasonably. And we're not the only ones, you saw a lot of banks do that, and I was proud of them. I think all of us did the right thing. Whether ultimately it works out or not, well, you could second-guess that when it happens. But the fact is, I think people want to help the system. And this whole banking thing was bad for banks. And I knew that the second I saw the headline, and then you had Credit Suisse. We want healthy community banks. We want healthy regional banks. We want to help them get through this. We have, you'll remember, Mike, as you point out, we have the best financial system the world's ever seen. That does not mean it won't have problems, doesn't mean there shouldn't be changes made, but I think it's reasonable for people to help each other in times of need. And we all did that – all of us – did that during COVID. All of us did that – if you could, those who could – did it during the Great Financial Crisis, and I would expect people to do that going forward.",1q23-earnings-transcript.pdf,1Q23,2023-04-14,"['right', 'one', 'you', 'jamie', 'guess', 'taking', '', 'foot', 'level', 'guess', 'look', 'asset', 'liability', 'management', 'alm', 'could', 'call', 'nightmare', 'alm', 'street', 'seen', 'big', 'problem', 'bank', 'guess', 'would', 'evaluate', 'yourself', 'guess', 'billion', 'higher', 'nii', 'guide', 'probably', 'good', 'degree', 'willing', 'sacrifice', 'jpm', 'shareholder', 'money', 'help', 'rescue', 'problem', 'bank', 'get', 'asset', 'liability', 'management', 'correctly']",['right one you jamie guess taking 10000 foot level guess look asset liability management alm – could call nightmare alm street seen big problems banks guess would evaluate yourself guess $7 billion higher nii guide probably good degree willing sacrifice jpm shareholder money help rescue problem banks get asset liability management correctly 12'],"['well', 'two', 'really', 'different', 'question', 've', 'quite', 'cautious', 'interest', 'rate', 'quite', 'while', 'invest', 'portfolio', 'expectation', 'are', 'stress', 'testing', 'stress', 'test', 'ccar', 'stress', 'test', 'know', 'rate', 'going', 'down', 'always', 'looked', 'rate', 'going', 'prepared', 'whether', 'anything', 'going', 'happen', 've', 'quite', 'conservative', 'mind', 'continuing', 'remind', 'people', 'excess', 'capital', 'lost', 'kind', 'earnings', 'store', 'get', 'deploy', 'later', 'maybe', 'opportune', 'time', 'time', 'come', 'look', 'like', 'help', 'system', 'need', 'help', 'reasonably', 're', 'one', 'saw', 'lot', 'bank', 'that', 'proud', 'them', 'think', 'right', 'thing', 'whether', 'ultimately', 'work', 'not', 'well', 'could', 'secondguess', 'happens', 'fact', 'think', 'people', 'want', 'help', 'system', 'whole', 'banking', 'thing', 'bad', 'bank', 'knew', 'second', 'saw', 'headline', 'credit', 'suisse', 'want', 'healthy', 'community', 'bank', 'want', 'healthy', 'regional', 'bank', 'want', 'help', 'get', 'this', 'have', 'remember', 'mike', 'point', 'out', 'best', 'financial', 'system', 'world', 'ever', 'seen', 'mean', 'problem', 'mean', 'change', 'made', 'think', 'reasonable', 'people', 'help', 'time', 'need', 'covid', 'could', 'could', 'great', 'financial', 'crisis', 'would', 'expect', 'people', 'going', 'forward']",['well two really different questions weve quite cautious interest rates quite while invest portfolio expectations are stress testing stress test – ccar stress test know rates going down always looked rates going prepared – whether anything going happen weve quite conservative mind continuing remind people excess capital lost it kind earnings store – get deploy later maybe opportune time time comes look like help system needs help reasonably were ones saw lot banks that proud them think us right thing whether ultimately works not well could second-guess happens fact is think people want help system whole banking thing bad banks knew second saw headline credit suisse want healthy community banks want healthy regional banks want help get this have remember mike point out best financial system worlds ever seen mean problems mean changes made think reasonable people help times need – us – covid us – could could – great financial crisis would expect people going forward']
