speaker,job_title,utterance,call_date,financial_quarter,source_file,ex_dummy,category,question,answer
Giulia Miotto,Morgan Stanley,Thank you.,30 October 2024,3Q24,3q24-earnings-call-remarks.pdf,,Morgan Stanley,,
Stefan Stalmann,Autonomous,"Hi, good morning and thank you very much for taking my questions. The first one I wanted to ask is, I noticed that your sensitivity to a downward shift of the yield curve has actually come down a lot. In the second quarter, you guided for minus 1.5 billion. Now it's only 300 million, and that is despite the fact that the rate environment hasn't changed dramatically during the third quarter. Could you maybe explain what has changed then? And another question not directly related to the results, but there were stories that you might be interested in some kind of joint venture in India, potentially with a player called 360 ONE. You may not be able to comment on this specifically, but hypothetically, would this be indicative of any strategic desire to shift more onshore and more into potentially lower wealth brackets if you contemplate such a move? Thank you very much.",30 October 2024,3Q24,3q24-earnings-call-remarks.pdf,,Autonomous,"Hi, good morning and thank you very much for taking my questions. The first one I wanted to ask is, I noticed that your sensitivity to a downward shift of the yield curve has actually come down a lot. In the second quarter, you guided for minus 1.5 billion. Now it's only 300 million, and that is despite the fact that the rate environment hasn't changed dramatically during the third quarter. Could you maybe explain what has changed then? And another question not directly related to the results, but there were stories that you might be interested in some kind of joint venture in India, potentially with a player called 360 ONE. You may not be able to comment on this specifically, but hypothetically, would this be indicative of any strategic desire to shift more onshore and more into potentially lower wealth brackets if you contemplate such a move? Thank you very much.","Yeah. And on the second question, you're right, we are not going to comment on any speculations or rumors, but, you know, we do believe that Asia-PAC is a growth business. We have now a stronger presence in India thanks to the combination of the UBS and Credit Suisse capabilities. We always look at ways to enhance our businesses in each key locations where we operate, but I wouldn't draw a conclusion that we are thinking about major strategic moves in terms of segment focus at this stage."
Stefan Stalmann,Autonomous,Okay. Thank you very much. Thank you.,30 October 2024,3Q24,3q24-earnings-call-remarks.pdf,,Autonomous,,
Jeremy Sigee,BNP Paribas,"Morning. Thank you. Just a couple of follow ups on wealth management actually and they’re both things that you've touched on, but I just want to get into a bit more detail. The first one was on advisor numbers, which are coming down a little bit more, sort of as expected in this quarter. But I just wondered where you are in that process and what the outlook is for, you know, how much more reduction in advisor numbers do you expect? And is there a point at which that returns to growth mode, or does it stay in optimization mode for a continued period of time? So, advisor numbers. And then the second question was just to talk a bit more about Asia in wealth management. You referred to the stimulus, you referred to the pickup in transaction activity, so I just wondered where you think we are in that process? And for example, whether you're seeing signs of re-leveraging and just how much improvement you see ahead of us in that Asia process?",30 October 2024,3Q24,3q24-earnings-call-remarks.pdf,,BNP Paribas,"Morning. Thank you. Just a couple of follow ups on wealth management actually and they’re both things that you've touched on, but I just want to get into a bit more detail. The first one was on advisor numbers, which are coming down a little bit more, sort of as expected in this quarter. But I just wondered where you are in that process and what the outlook is for, you know, how much more reduction in advisor numbers do you expect? And is there a point at which that returns to growth mode, or does it stay in optimization mode for a continued period of time? So, advisor numbers. And then the second question was just to talk a bit more about Asia in wealth management. You referred to the stimulus, you referred to the pickup in transaction activity, so I just wondered where you think we are in that process? And for example, whether you're seeing signs of re-leveraging and just how much improvement you see ahead of us in that Asia process?",
Jeremy Sigee,BNP Paribas,Great. Thank you.,30 October 2024,3Q24,3q24-earnings-call-remarks.pdf,,BNP Paribas,Great. Thank you.,
Amit Goel,Mediobanca,"Hi. Thank you. Yeah. So two questions for me, also one on the US wealth business. I found it really interesting, the commentary about potentially looking at acquisitions. I guess what I'm just wondering is then, you know, from a strategy standpoint, if part of the issue in terms of operating margin is the scale and the cost base relative to the revenues, you know, is it now then the case that it's cheaper to acquire than to simply just hire? Because, you know, the US, you know, as you say, is, the focus has been on productivity, reducing FA numbers. So I'm just trying to think, is that because, you know, these 400% recruitment deals are now just too expensive to make it worthwhile, but it's actually just cheaper to buy an organization? And then secondly, just going back on the deposits and the roll-off of the fixed term deposits within wealth, I'm just curious, were those kind of written 12 months ago and, you know, were those done at, kind of, quite high rates? So just curious if there's also potentially some of that effect into Q4 and start of next year? Thank you.",30 October 2024,3Q24,3q24-earnings-call-remarks.pdf,,Mediobanca,"Hi. Thank you. Yeah. So two questions for me, also one on the US wealth business. I found it really interesting, the commentary about potentially looking at acquisitions. I guess what I'm just wondering is then, you know, from a strategy standpoint, if part of the issue in terms of operating margin is the scale and the cost base relative to the revenues, you know, is it now then the case that it's cheaper to acquire than to simply just hire? Because, you know, the US, you know, as you say, is, the focus has been on productivity, reducing FA numbers. So I'm just trying to think, is that because, you know, these 400% recruitment deals are now just too expensive to make it worthwhile, but it's actually just cheaper to buy an organization? And then secondly, just going back on the deposits and the roll-off of the fixed term deposits within wealth, I'm just curious, were those kind of written 12 months ago and, you know, were those done at, kind of, quite high rates? So just curious if there's also potentially some of that effect into Q4 and start of next year? Thank you.","Well, in respect, again, I guess on this potential inorganic thing, you know, I have to say that Colm made it very clear that it's not a tomorrow-morning kind of issue, so I think it's totally premature to speculate how – if and how – we would do any such a move. Our priority right now is to improve what we do in the US, bringing the margins to, narrowing the margins to our peers and doing better what we have today, and then potentially by doing that, and we're going to create also the optionality and to really choose what is – fits best, is it an organic growth or is it inorganic, and what fits the best in our business model, which is asset gathering-centric. The scale issue in the US is pretty much driven by the fact that we have a banking platform, a G-SIB platform de facto as – through the intermediate holding company – that can accommodate different banking businesses, which we don't have. So again, I think that, you know, once we finish this chapter of restoring the profitability at the levels we want to be, and we fully extract the value of our investments in the Investment Bank and the collaboration between the Investment Bank and Wealth Management and Asset Management, we will determine the next phase. Now, it's really way too early to speculate."
Anke Reingen,RBC,"Hi. Yeah, thank you very much for taking my question. Just two small ones on capital, please. The first one is on the core tier 1 ratio staying, I mean ex the accelerated amortization, stable quarter-on-quarter. And that's in spite of a really strong, like, profit capital generation. I mean, I realized there are a number of things going on, including FX, but is there something else we should keep in mind that only means the capital ratio is flat or you're investing more capital into organic growth? Otherwise, I guess given the strong earnings, the expectation will be the capital generation drives the ratio higher. And then secondly, just on the Basel IV impact, just to confirm, would that be at the UBS AG, would the impact be around 30 basis points as well? Thank you.",30 October 2024,3Q24,3q24-earnings-call-remarks.pdf,,RBC,,
Anke Reingen,RBC,"Ok, thank you.",30 October 2024,3Q24,3q24-earnings-call-remarks.pdf,,RBC,"Ok, thank you.",
Anke Reingen,RBC,Thank you very much.,30 October 2024,3Q24,3q24-earnings-call-remarks.pdf,,RBC,Thank you very much.,
Andrew Coombs,Citi,"Hi, good morning. Thanks for taking my questions. A couple, both related to revenues. Firstly, coming back to the US sweep deposits and repricing. Thank you firstly for the additional color around the slightly less than 50 million PBT impact. But can I ask if you could possibly break out revenue gross impact versus the cost save offset on that? And also, do the class action suits in the SEC probe have any implications on pricing dynamics in your mind for the industry as well as for you going forward? And then the second question actually on loans, if you adjust out for FX, you've seen a CHF 10 billion decline Q-on-Q. You reiterated this point about committing to CHF 350 billion loan book across P&C and GWM Switzerland. You're now running a bit below that, I think you’re closer to CHF 340 [billion]. So, just to be clear, is the CHF 350 [billion] a commitment throughout this period or is it a case of you expect to trend down and then recover back to that CHF 350 [billion]? Thank you.",30 October 2024,3Q24,3q24-earnings-call-remarks.pdf,,Citi,"Hi, good morning. Thanks for taking my questions. A couple, both related to revenues. Firstly, coming back to the US sweep deposits and repricing. Thank you firstly for the additional color around the slightly less than 50 million PBT impact. But can I ask if you could possibly break out revenue gross impact versus the cost save offset on that? And also, do the class action suits in the SEC probe have any implications on pricing dynamics in your mind for the industry as well as for you going forward? And then the second question actually on loans, if you adjust out for FX, you've seen a CHF 10 billion decline Q-on-Q. You reiterated this point about committing to CHF 350 billion loan book across P&C and GWM Switzerland. You're now running a bit below that, I think you’re closer to CHF 340 [billion]. So, just to be clear, is the CHF 350 [billion] a commitment throughout this period or is it a case of you expect to trend down and then recover back to that CHF 350 [billion]? Thank you.",
Benjamin Goy,Deutsche Bank,"Yes. Good morning. Two questions, please, from my side. First on Investment Bank. You outperformed across equities and fixed income, would just be interested in a bit more color, what you attribute to between the two? Is it lower base, is Credit Suisse now fully at revenue run rate or business mix? Anything else you would flag? And then secondly, GWM and also P&C net interest income outperformed your own guidance. Just wondering why that was in your view and why the Q4 guidance could be conservative or not? So what could be worse this time? Thank you.",30 October 2024,3Q24,3q24-earnings-call-remarks.pdf,,Deutsche Bank,"Yes. Good morning. Two questions, please, from my side. First on Investment Bank. You outperformed across equities and fixed income, would just be interested in a bit more color, what you attribute to between the two? Is it lower base, is Credit Suisse now fully at revenue run rate or business mix? Anything else you would flag? And then secondly, GWM and also P&C net interest income outperformed your own guidance. Just wondering why that was in your view and why the Q4 guidance could be conservative or not? So what could be worse this time? Thank you.",
Benjamin Goy,Deutsche Bank,Thank you.,30 October 2024,3Q24,3q24-earnings-call-remarks.pdf,,Deutsche Bank,Thank you.,
Piers Brown,HSBC,"Good morning, guys. Just got two questions. One is a follow-up on the previous investment bank question. But in terms of the global banking business, I mean, you're still showing good year-over-year momentum, but much weaker quarter-on-quarter I think as you guided into 3Q. But could you just talk about how you're thinking about execution of the pipeline, given market conditions in the fourth quarter and prospect of further volatility? And then the second question is on NCL so, again, as you've guided the slowing of the pace of RWA growth, you're about just under 5 billion this quarter from 8 billion last quarter and 16 billion in the third – in the first quarter. So would it be fair to draw from that, that the opportunities to actively run off the portfolio are fairly limited at this stage and we're really on to a natural roll off path from here? Thanks.",30 October 2024,3Q24,3q24-earnings-call-remarks.pdf,,HSBC,"Good morning, guys. Just got two questions. One is a follow-up on the previous investment bank question. But in terms of the global banking business, I mean, you're still showing good year-over-year momentum, but much weaker quarter-on-quarter I think as you guided into 3Q. But could you just talk about how you're thinking about execution of the pipeline, given market conditions in the fourth quarter and prospect of further volatility? And then the second question is on NCL so, again, as you've guided the slowing of the pace of RWA growth, you're about just under 5 billion this quarter from 8 billion last quarter and 16 billion in the third – in the first quarter. So would it be fair to draw from that, that the opportunities to actively run off the portfolio are fairly limited at this stage and we're really on to a natural roll off path from here? Thanks.","Todd, I would only maybe add to that. From a comparison standpoint of view, it's worthwhile to note that strategically we are underweight in debt capital markets. So, in a sense, when you look at the performance, you have to look at the third quarter was a pretty strong quarter for debt capital markets. So I think that we are very happy with the developments that we've seen in Banking and the ability to win mandates. Now, of course, we need to see if we can execute it if the market will – if the market will be there, but just very, very confident that it's a good momentum. So that was the last question so thanks for dialing in and for your questions and we'll catch up in February for the Q4 results, and we're going to give you also an update on our 2025 and 2026 journey. Thank you. Cautionary statement regarding forward-looking statements | This document contains statements that constitute “forward-looking statements”, including but not limited to management’s outlook for UBS’s financial performance, statements relating to the anticipated effect of transactions and strategic initiatives on UBS’s business and future development and goals or intentions to achieve climate, sustainability and other social objectives. While these forward-looking statements represent UBS’s judgments, expectations and objectives concerning the matters described, a number of risks, uncertainties and other important factors could cause actual developments and results to differ materially from UBS’s expectations. In particular, the global economy may be negatively affected by shifting political circumstances, including as a result of elections, increased tension between world powers, growing conflicts in the Middle East, as well as the continuing Russia–Ukraine war. In addition, the ongoing conflicts may continue to cause significant population displacement, and lead to shortages of vital commodities, including energy shortages and food insecurity outside the areas immediately involved in armed conflict. Governmental responses to the armed conflicts, including, with respect to the Russia–Ukraine war, coordinated successive sets of sanctions on Russia and Belarus, and Russian and Belarusian entities and nationals, and the uncertainty as to whether the ongoing conflicts will further widen and intensify, may continue to have significant adverse effects on the market and macroeconomic conditions, including in ways that cannot be anticipated. UBS’s acquisition of the Credit Suisse Group has materially changed its outlook and strategic direction and introduced new operational challenges. The integration of the Credit Suisse entities into the UBS structure is expected to take between three and five years and presents significant risks, including the risks that UBS Group AG may be unable to achieve the cost reductions and other benefits contemplated by the transaction. This creates significantly greater uncertainty about forward-looking statements. Other factors that may affect UBS’s performance and ability to achieve its plans, outlook and other objectives also include, but are not limited to (i) the degree to which UBS is successful in the execution of its strategic plans, including its cost reduction and efficiency initiatives and its ability to manage its levels of risk-weighted assets (RWA) and leverage ratio denominator (LRD), liquidity coverage ratio and other financial resources, including changes in RWA assets and liabilities arising from higher market volatility and the size of the combined Group; (ii) the degree to which UBS is successful in implementing changes to its businesses to meet changing market, regulatory and other conditions, including as a result of the acquisition of the Credit Suisse Group; (iii) increased inflation and interest rate volatility in major markets; (iv) developments in the macroeconomic climate and in the markets in which UBS operates or to which it is exposed, including movements in securities prices or liquidity, credit spreads, currency exchange rates, deterioration or slow recovery in residential and commercial real estate markets, the effects of economic conditions, including elevated inflationary pressures, market developments, increasing geopolitical tensions, and changes to national trade policies on the financial position or creditworthiness of UBS’s clients and counterparties, as well as on client sentiment and levels of activity; (v) changes in the availability of capital and funding, including any adverse changes in UBS’s credit spreads and credit ratings of UBS, Credit Suisse, sovereign issuers, structured credit products or credit-related exposures, as well as availability and cost of funding to meet requirements for debt eligible for total loss-absorbing capacity (TLAC), in particular in light of the acquisition of the Credit Suisse Group; (vi) changes in central bank policies or the implementation of financial legislation and regulation in Switzerland, the US, the UK, the EU and other financial centers that have imposed, or resulted in, or may do so in the future, more stringent or entity-specific capital, TLAC, leverage ratio, net stable funding ratio, liquidity and funding requirements, heightened operational resilience requirements, incremental tax requirements, additional levies, limitations on permitted activities, constraints on remuneration, constraints on transfers of capital and liquidity and sharing of operational costs across the Group or other measures, and the effect these will or would have on UBS’s business activities; (vii) UBS’s ability to successfully implement resolvability and related regulatory requirements and the potential need to make further changes to the legal structure or booking model of UBS in response to legal and regulatory requirements and any additional requirements due to its acquisition of the Credit Suisse Group, or other developments; (viii) UBS’s ability to maintain and improve its systems and controls for complying with sanctions in a timely manner and for the detection and prevention of money laundering to meet evolving regulatory requirements and expectations, in particular in current geopolitical turmoil; (ix) the uncertainty arising from domestic stresses in certain major economies; (x) changes in UBS’s competitive position, including whether differences in regulatory capital and other requirements among the major financial centers adversely affect UBS’s ability to compete in certain lines of business; (xi) changes in the standards of conduct applicable to its businesses that may result from new regulations or new enforcement of existing standards, including measures to impose new and enhanced duties when interacting with customers and in the execution and handling of customer transactions; (xii) the liability to which UBS may be exposed, or possible constraints or sanctions that regulatory authorities might impose on UBS, due to litigation, contractual claims and regulatory investigations, including the potential for disqualification from certain businesses, potentially large fines or monetary penalties, or the loss of licenses or privileges as a result of regulatory or other governmental sanctions, as well as the effect that litigation, regulatory and similar matters have on the operational risk component of its RWA, including as a result of its acquisition of the Credit Suisse Group, as well as the amount of capital available for return to shareholders; (xiii) the effects on UBS’s business, in particular cross-border banking, of sanctions, tax or regulatory developments and of possible changes in UBS’s policies and practices; (xiv) UBS’s ability to retain and attract the employees necessary to generate revenues and to manage, support and control its businesses, which may be affected by competitive factors; (xv) changes in accounting or tax standards or policies, and determinations or interpretations affecting the recognition of gain or loss, the valuation of goodwill, the recognition of deferred tax assets and other matters; (xvi) UBS’s ability to implement new technologies and business methods, including digital services and technologies, and ability to successfully compete with both existing and new financial service providers, some of which may not be regulated to the same extent; (xvii) limitations on the effectiveness of UBS’s internal processes for risk management, risk control, measurement and modeling, and of financial models generally; (xviii) the occurrence of operational failures, such as fraud, misconduct, unauthorized trading, financial crime, cyberattacks, data leakage and systems failures, the risk of which is increased with cyberattack threats from both nation states and non-nation-state actors targeting financial institutions; (xix) restrictions on the ability of UBS Group AG and UBS AG to make payments or distributions, including due to restrictions on the ability of its subsidiaries to make loans or distributions, directly or indirectly, or, in the case of financial difficulties, due to the exercise by FINMA or the regulators of UBS’s operations in other countries of their broad statutory powers in relation to protective measures, restructuring and liquidation proceedings; (xx) the degree to which changes in regulation, capital or legal structure, financial results or other factors may affect UBS’s ability to maintain its stated capital return objective; (xxi) uncertainty over the scope of actions that may be required by UBS, governments and others for UBS to achieve goals relating to climate, environmental and social matters, as well as the evolving nature of underlying science and industry and the possibility of conflict between different governmental standards and regulatory regimes; (xxii) the ability of UBS to access capital markets; (xxiii) the ability of UBS to successfully recover from a disaster or other business continuity problem due to a hurricane, flood, earthquake, terrorist attack, war, conflict (e.g. the Russia–Ukraine war), pandemic, security breach, cyberattack, power loss, telecommunications failure or other natural or man-made event, including the ability to function remotely during long-term disruptions such as the COVID-19 (coronavirus) pandemic; (xxiv) the level of success in the absorption of Credit Suisse, in the integration of the two groups and their businesses, and in the execution of the planned strategy regarding cost reduction and divestment of any non-core assets, the existing assets and liabilities of Credit Suisse, the level of resulting impairments and write-downs, the effect of the consummation of the integration on the operational results, share price and credit rating of UBS – delays, difficulties, or failure in closing the transaction may cause market disruption and challenges for UBS to maintain business, contractual and operational relationships; and (xxv) the effect that these or other factors or unanticipated events, including media reports and speculations, may have on its reputation and the additional consequences that this may have on its business and performance. The sequence in which the factors above are presented is not indicative of their likelihood of occurrence or the potential magnitude of their consequences. UBS’s business and financial performance could be affected by other factors identified in its past and future filings and reports, including those filed with the US Securities and Exchange Commission (the SEC). More detailed information about those factors is set forth in documents furnished by UBS and filings made by UBS with the SEC, including the UBS Group AG and UBS AG Annual Reports on Form 20- F for the year ended 31 December 2023. UBS is not under any obligation to (and expressly disclaims any obligation to) update or alter its forward-looking statements, whether as a result of new information, future events, or otherwise. © UBS 2024. The key symbol and UBS are among the registered and unregistered trademarks of UBS. All rights reserved"
Kian Abouhossein,JP,"Morgan Yes. First of all, thanks for taking my questions. Looking at the slides, I can put together a revenue picture as you're giving some details around return on risk-weighted assets in the long term, as well as your risk- weighted assets overall absolute. So, I get to about $48.5 billion of revenues, which implies around 70% cost income of $34 billion. And clearly, first of all, I wanted to see if the revenue assumption that I'm making here calculation is reasonable and what underlying scenarios you use to calculate that. And secondly, on the cost side, clearly, even if I assume some kind of growth rate in kind of cost inflation, I still see that most of the cost savings come from your legacy non-core reductions. So, it looks like a lot of flexibility. So, can you talk a little bit about – is my calculation correct to some extent? And secondly, how should I think about the cost flexibility as it seems to mainly come from Non-core and Legacy? That's the first question. If I may, just secondly, on the Investment Bank. You're clearly making a big investment push, and here I want to understand at what point do you see delivery has to be achieved. I think you mentioned end-2026 in terms of revenue improvement, but is there any milestones that have to be achieved order to illustrate that this cost income will continuously improve not just in the first quarter?",6 February 2024,4Q23,4q23-earnings-call-remarks.pdf,,JP,,"Kian, vis-a-vis your second question on the IB, I think of course we do expect the onboarded resources, particularly in the banking part of the business, to start to ramp-up to average productivity of the incumbent UBS bankers. And that will happen and is already happening, to be honest, because we have been observing good mandates winning. Of course, now what we need is the second condition how do I – first one is do we win mandates? Do we get tractions? And the answer is clearly yes. So, I'm very pleased with that outcome. Now, the most difficult question to answer is, is the market going to be there to support monetizing those mandates? And you know what's going on. It's very difficult to predict the near future. So, past a very, very hard 2023 but the momentum is very good. So, I do think that is important to measure that. The other observation I tried to take on executed transaction will be are we gaining market shares? How do we do relatively to our competitors? A third element which is very important for me, how is the IB contributing to the value creation in our Wealth Management and P&C businesses because it is very, very important, is a pillar, is a very important driver and particularly now in the US but also for example in Australia, but also in APAC, in general. We can drive this real value creation by working closer together. But lastly, it will be over the cycle, can they deliver return on allocated equity, as we've said, as a target? So, it's a set of short-term and medium-term and long-term measures that we will use, but I'm confident that the trajectory we had in the last seven, eight years, which has volatility elements, will continue but in a way that accrue value to our shareholders and clients."
Kian Abouhossein,JP,Morgan Thank you.,6 February 2024,4Q23,4q23-earnings-call-remarks.pdf,,JP,,
Chris Hallam,Goldman Sachs," Thanks. So, first, on slide 28. If I zoom in on 2026, you've guided to an exit run rates of 15% return on core Tier 1. But for the year as a whole, you flagged double digit, which I guess is sort of 10% to 12%. So, just wondering if there's something specific happening later towards the end of 2026 that's causing a sort of big jump up in profitability or perhaps whether I'm just being a bit too pessimistic on assuming that double digit means 10% to 12%? And then second, on distribution. We have the details in terms of what you want to do on the dividend this year, also the comments you've made on buybacks for 2024 and for 2025, but I was just thinking about how you think about the overall payout ratio longer term, 2026 onwards, and the split in that between dividends and buybacks.",6 February 2024,4Q23,4q23-earnings-call-remarks.pdf,,Goldman Sachs," Thanks. So, first, on slide 28. If I zoom in on 2026, you've guided to an exit run rates of 15% return on core Tier 1. But for the year as a whole, you flagged double digit, which I guess is sort of 10% to 12%. So, just wondering if there's something specific happening later towards the end of 2026 that's causing a sort of big jump up in profitability or perhaps whether I'm just being a bit too pessimistic on assuming that double digit means 10% to 12%? And then second, on distribution. We have the details in terms of what you want to do on the dividend this year, also the comments you've made on buybacks for 2024 and for 2025, but I was just thinking about how you think about the overall payout ratio longer term, 2026 onwards, and the split in that between dividends and buybacks.","Yes, Chris. On buyback, of course, in 2026 we're going to have to factor in different considerations. But generally speaking, I would say that we want to continue to have a good mix. I think that our progressive dividend policy is extremely unlikely to change over the long term. So, I think that we want to continue to deliver a cash dividend growth every year. The pace will be a function as well of where the stock trades, right? So, I mean, at the end of the day, there is an element of balancing cash versus stock depending on where the stock trades. Having said that, I do recognize that also from a prudential and capital management standpoint of view, share buybacks offers more flexibility, right? So, what we want to always make sure that our cash dividend is sacrosanct and our progressive policy is also very, very important. Therefore, we always want to measure this in two ways. Our dividend will be then benchmark also in respect of making sure that we have an attractive story for more yield focused equity investors."
Jeremy Sigee,BNP Paribas Exane,"Thank you. And apologies, my video is not working actually so I'm audio only. So, sorry for that. Two questions if I could. So, I think what you said about RWA reductions is very welcome, you know, and the target of $510 billion in the medium term and that frees up a lot of capital, which is really great to hear. You've talked about optimization outside Non-core, so within the core divisions, and I just wonder if you could sort of talk about that a bit more. Just give us some examples of the kind of lazy assets that you think you can cut. So, that's my first question. The second one is back on the capital returns. You talked about 2024 and you talked about 2026 on the buybacks and I just wondered in terms of how we think about what you might be able to do in 2025. Is 14% CET1 the relative – the relevant thresholds? Are there other constraints that will constrain you in terms of what buybacks you can do in 2025? So, does it have to wait for the Swiss integrations to be done? Does it have to wait for non-core milestones? If you just could talk about the constraints that would affect that, that would be great.",6 February 2024,4Q23,4q23-earnings-call-remarks.pdf,,BNP Paribas Exane,,"Yeah, Jeremy, in respect of share buyback in 2025, I think it's a little bit early to discuss that. But I would say that first of all, the integration, the Swiss topic, is a 2024 matter. So, by mid-2024 or during 2024 latest, we know exactly how we manage the integration of the parent company, the US entities and the Swiss operation. That will so in 2025 is unlikely to play a role in our capital return policies. The 14% is a good assumption. And what we mean by around 14% means 13.8% to 14.2%, not 14.5%. When we have excess capital, well above the 14% is because we are creating the buffer to do share buyback, to offset temporary timing differences between cost to achieve in our integration journey and the savings we realize and have the necessary buffer to also phase in the reduction of our tax rate. So, in a sense, nothing really changes but we do indeed expect also the underlying profitability to improve, and therefore potentially giving us more flexibility. But this is something that we will focus in exactly 12 months' time and we will communicate our plans for 2025."
Jeremy Sigee,BNP Paribas Exane,That's great. Thanks very much.,6 February 2024,4Q23,4q23-earnings-call-remarks.pdf,,BNP Paribas Exane,,
Andrew Coombs,Citigroup,"Good morning. Thank you for taking my questions. So, the first one would just be going back to some of the math that Kian outlined at the start. I'm just trying to understand your decision-making process. So, if you look at slide 20, I think you said the 9% revenue to RWA post-Basel IV. So, you're suggesting exit run rate $46 billion of revenues, 70% cost income, $32 billion of costs and that's a couple of billion below the full year 2026 consensus revenues and full year 2026 costs, appreciate we’re comparing exit versus full year there. But with that in mind, could you elaborate on where you've identified the additional cost opportunities given that you previously said $10 billion, you're now at $13 billion and you're on the tape of saying we are sacrificing some topline growth in order to enhance returns. So also, where you've made the decision to perhaps come out of some product areas where there was a revenue opportunity? That's the first question. Second question is on capital return. Again, trying to run the numbers, $510 billion RWAs, 14% core Tier 1. You need to be, on that basis, $71.5 billion in core Tier 1 capital. You're at $78 billion today. So, already a lot of excess capital there, then there's the retained earnings coming through. So, just trying to understand. Are there any other moving parts aside from that amortization in the FINMA waiver between tangible equity and core Tier 1 capital over the next three to four years? Thank you.",6 February 2024,4Q23,4q23-earnings-call-remarks.pdf,,Citigroup,"Good morning. Thank you for taking my questions. So, the first one would just be going back to some of the math that Kian outlined at the start. I'm just trying to understand your decision-making process. So, if you look at slide 20, I think you said the 9% revenue to RWA post-Basel IV. So, you're suggesting exit run rate $46 billion of revenues, 70% cost income, $32 billion of costs and that's a couple of billion below the full year 2026 consensus revenues and full year 2026 costs, appreciate we’re comparing exit versus full year there. But with that in mind, could you elaborate on where you've identified the additional cost opportunities given that you previously said $10 billion, you're now at $13 billion and you're on the tape of saying we are sacrificing some topline growth in order to enhance returns. So also, where you've made the decision to perhaps come out of some product areas where there was a revenue opportunity? That's the first question. Second question is on capital return. Again, trying to run the numbers, $510 billion RWAs, 14% core Tier 1. You need to be, on that basis, $71.5 billion in core Tier 1 capital. You're at $78 billion today. So, already a lot of excess capital there, then there's the retained earnings coming through. So, just trying to understand. Are there any other moving parts aside from that amortization in the FINMA waiver between tangible equity and core Tier 1 capital over the next three to four years? Thank you."," Okay. Yes. So, Andy, hey. I will just go on the cost side because I think I addressed the revenue side anyway in response to Kian. I would – I'd also – it's also important to point out just quickly on that slide that as we say in there, it's pre-impact from the Basel III final and model update so that, you know, also will impact on the return of RWA. In terms of the additional cost opportunities that we found, as you asked, I mean, first, I would say we're just confirming what we said last year about greater than $10 billion and saying we had to go do the work to validate all the details. And so, you know, the $13 billion that we've come out with, neither Sergio nor I think that that's, you know, going further. It was for us always the neighborhood of where, you know, we thought the plan – the detailed bottom-up plans would get us. And ultimately, when we were communicating greater than $10 billion, you know, that was an informed estimate of course because we had done a fair bit of work. But of course, all the work that we've done over the last three months validating that, you know, that number. So, that's sort of the first thing is just important to emphasize that it's not as if we've gone deeper. But in terms – so on that basis, I would just say that the $13 billion remains for us on a gross basis, critical. You know, we said half is going to be personnel related. Half is – the other half will be consisting comprised of things like mainly tech but also real estate, also third party costs. So, again, it's a validation of what we've done and also as I highlighted going through the trajectories, giving you a sense of when we think these will head through. And just quickly on the – you asked about, you know, sacrificing topline growth. I think the point that both Sergio and I have made is just of course when you do a financial resource optimization work, and we've done this before, you know, naturally to reduce the balance sheet means at times, well, you know, you're going to be sacrificing revenues as assets come down. And so, you know, it all comes down to the accretion of return on CET1 ultimately and how we think about this in terms of trade-offs. So, that's how I would respond to that. And then I think you were saying any other differences, if I took your point on CET1 and tangible equity. Was that the point that you were making the differences, I think you were saying, Andy."
Andrew Coombs,Citigroup,It's exactly that. Just trying to get with the capital build. Thank you.,6 February 2024,4Q23,4q23-earnings-call-remarks.pdf,,Citigroup,,"Yeah, Maybe let me just add quickly to your comment on driving optimization of the balance sheet and return on risk-weighted assets. You mentioned if we are planning to exit products, I have to say that, you know, never say never because in the next two or three years, you never know how developments work out. But at this stage, everything that we don’t deem as a product that we want to have is part of non-core. So, it's all about repricing the existing core relationships and businesses. It's not about exiting businesses. I mean, I'm talking about meaningful businesses, of course, right? So, I don't expect – it's really and that's the reason why it's not an immediate effect because we have to manage the relationship. We have to manage the discussion with clients in a way that they understand risk-reward for us, for them. They understand the value of the advice we give to clients, the services and products we give. We also have to make sure that, you know, where applicable, we stop having discounts. And so, this is over time, of course, is going to help to close the gap."
Andrew Coombs,Citigroup,"That's great. Perhaps I could just follow-up on the opening remark, I think you said my revenue calculation was wrong on slide 20. The $510 billion I think is post-Basel IV and in the footnote you said 9% post-Basel IV finalization model update. So, should we be taking $510 billion times the 9% or $510 billion times the 10% on the slide? Just to be clear.",6 February 2024,4Q23,4q23-earnings-call-remarks.pdf,,Citigroup,,
Andrew Coombs,Citigroup,Brilliant. Thank you.,6 February 2024,4Q23,4q23-earnings-call-remarks.pdf,,Citigroup,Brilliant. Thank you.,
