Index,Quarter-Year,Asked By,Role of the person Asked the question,Question,Answered By,Role of the person answered the question,Answer
67,2Q23,Erika Najarian,"Analyst, UBS Securities LLC","Hi. Good morning. Jeremy, I'm just laughing to myself because I said to you at Investor Day 
 do you have any more NII rabbits to pull out of the hat, and I guess you do. So I guess, I want to ask a broader question really here. And maybe, Jamie, I'd like to get your thoughts. So you earned 23% ROTCE on 13.8% CET1, and we hear you loud and clear that you're more normalized NII generation is not $87 billion. That being said, and fully taking into account the potential haircut from Basel III Endgame, is it possible that your natural ROTCE is maybe above that 17% through-the-cycle rate when rates aren't zero? Because when you first introduced that ROTCE target, we were in a different world from a rate scenario and everybody's talking about even if the Fed cuts, the natural sort of bottom in Fed funds is not going to be zero. So any input on that would be great. And so my follow-up question there. Maybe, Jeremy, could you remind us what unemployment rate is embedded in your ACL ratio as of the second quarter? Thank you.",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co.","Yeah. Thanks, Erika. I mean, it's a good question. There's a lot in there, obviously. I guess I would start by saying that when we talked about the 17% through-the-cycle ROTCE, even though we may have introduced that in a moment when we were at the lower zero bound, it was always premised on a sort of normalized rate environment, and at some level that remains true today. Furthermore, you didn't ask this explicitly, but in the context of the proposed Basel III Endgame, one relevant question might be if you have a lot more capital in the denominator, what happens to that target? So I think as I said in my prepared remarks, we feel very confident about the company's ability to produce excellent returns through the cycle. There's a lot of moving parts right now in that; some of them could be good, some of them could be bad. Narrowly, on the capital one, the one thing to point out is that the straight-up math of simply diluting down the ROTCE by expanding the denominator misses the possibility of repricing of products and services, which of course goes back to our point that these capital increases do have impacts on the real economy. So we're not suggesting that we can price our way out of it, but we obviously need to get the right returns on products and services, and where we have pricing power we will adjust to the higher capital. So a lot of moving parts in there, but I think the important point is that through a range of scenarios we feel good about our ability to deliver good results. And we'll see how the mix of all the various factors plays out especially after we see the Basel III proposal and then go through the comment period. Yeah. It’s still 5.8%."
68,2Q23,John McDonald,"Analyst, Autonomous Research","Hi. Good morning. Jeremy, wanted to ask about capital in the wake of the Barr speech. We don't have the details yet, but just kind of wanted to ask about options that you have and strategies for mitigation both on RWA and potentially on the GSIB front as well as you contemplate what you heard recently.
Okay. That's helpful. And with a number of years for this to phase in and you generating capital at a high level even if the ROTCE comes down a bit, how should we think about your pace of building capital for these new changes versus doing your everyday course of investing and buybacks and things like that over the next couple years?
Okay. And there's some room for buybacks?
Okay. Thank you.
Sorry, John. Go ahead. Did you have a follow-up?
Yeah. No, just do buybacks play a role in the next couple years strategically? Do you episodically buy back?
Got it. Okay. Thank you.",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co.","Yeah. Thanks, John. So obviously, we're thinking about that a lot. On the other hand, as much as there have been a lot of very detailed rumors out there that might lead you to start to try to do some planning, it does seem like this time it's real and we are actually going to get a proposal presumably sometime this month or something. So soon enough, we'll get to see something actually on paper and we can stop kind of the guesswork. Having said that, indulging in a little bit of guesswork, it does seem like the biggest single driver of the increase that people are talking about, including Chair Powell's 20% number or Vice Chair Barr’s 2% of RWA which winds up being roughly the same, is just the way operational risk is getting introduced into the Standardized pillar. And that is a little bit of a straight-up, across-the-board tax on everything.
It's kind of hard to optimize your way out of that, with the exception obviously of the fact that you can simply increase price, assuming you have pricing power, but that's obviously not what we want and that's what we sort of mean by impacts on the real economy. So there are details, there is a lot of the FRTB stuff; we can get way into the weeds there within the Markets business. And we do have a good track record of adjusting and optimizing, but this time around, it may be a more fundamental set of questions around business mix as opposed to the ability to sort of optimize in a very technical way.
Yeah. I mean, I guess I'm sort of tempted to give you our standard capital hierarchy here. I mean, we're not going to sacrifice investments, right? That won't come as a surprise to you. Generally speaking, we're always going to try to comply with new requirements early. So when we know the requirements and when we have visibility, obviously given how much organic capital we're generating right now, whatever the answer winds up being it'll be pretty easy to comply, narrowly speaking. But that's not the same as saying that there won't be consequences to returns or to pricing. And if for whatever reason things aren't exactly as we're anticipating, I don't see us sacrificing investments that we see as strategically critical in order to comply with higher capital requirements ahead of the formal timing or whatever.
It's unlikely, obviously. That would be an unlikely outcome.
I mean, capital hierarchy again, right? In the end, when we have nothing else to do with the money, we'll do buybacks. And we talked about the $12 billion for this year. Obviously a lot of new moving parts there. Although all else equal, given what we've done so far, that's still probably a reasonable number for the full year. But, yeah, that's always going to be at the end of the list. But, yeah."
69,2Q23,Ken Usdin,"Analyst, Jefferies LLC","Thanks. Good morning. I just wanted to ask a little bit about how you're feeling about the trade-off between like the commercial economy and what might come through in terms of future loan growth versus the kind of green shoots that people are talking about in the Investment Banking pipeline and just how it feels in terms of like re-opening of markets and the trade-off between getting some more of those fees in versus what's happening on the loan demand side. Thanks. That makes sense. And as a follow-up to that, on the Consumer side you mentioned that consumers continue to spend albeit a little more slowly, and you mentioned that consumers are also using their excess deposits a little bit more as well. Can you just elaborate a little bit more on just your feeling about the state of the consumer? And is that Card growth continue to be driven by people needing to revolve as opposed to wanting to have more in their deposits? Just kind of want the trade-off on that side too? Got it. Okay. Thank you.",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co.","Sure. Good question, Ken. So I think in terms of Investment Banking and Markets, yeah, slightly better than expected last month. What I would talk about green shoots especially in Capital Markets generally, still definitely some headwinds in M&A, lower announced activity, some regulatory headwinds there, so we'll see. I think it's a little too early to call a trend there based on recent results, but we'll see. In terms of the broader economy and loan growth expectations, generally, we do still expect reasonably robust Card loan growth. But away from that for a variety of different reasons and different products, whether it be mortgage or C&I after revolver normalization, and especially if we see a little bit of a cooling off of the economy, I would expect loan demand to be relatively modest there, so we're not really expecting meaningful growth away from Card. But of course, we're there for the right deals, right products, right terms. We lend through the cycle, so I see that as more of a demand-driven narrative which will be a function of the economy rather than any tightening on our side. Yeah. I mean, to us I think we still see this as a normalization, not deterioration story when we talk about consumer credit. Actually, revolve per account has still not gotten to pre-pandemic levels actually, so I would definitely say that it's a wanting rather than needing at least for our portfolio at this point. And, yeah, I think the consumer continues to surprise on the upside here."
70,2Q23,Gerard Cassidy,"Analyst, RBC Capital Markets LLC","Good morning, Jeremy. Good morning, Jamie. Jeremy, can you give us your view on how you're measuring the treasury functions and the asset liability of your balance sheet as we go forward versus the way you guys were positioning and managing it a year ago in view of the fact that it looks like maybe we're approaching the terminal rate on Fed funds rates? Very good. And then as a follow-up, you mentioned in giving us the read-through on the Commercial Banking segment of the business that you had some reserve building tied to some office real estate and also some downgrades in the Middle Market area. Can you go a little deeper? What are you guys seeing in this area, both Commercial Real Estate but also the C&I loans? What's happening in that segment as well? Thank you.",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co.","Yeah. Gerard, I would say honestly not much changed there actually. We have been pretty consistently concerned about the risk of higher rates. Of course, we always try to position things to produce reasonable outcomes across a broad range of scenarios. But at the margin, we've been biased towards higher rates, and that may be a little less true at these levels than it was before, although a lot of that is just the consequence of deposit convexity playing out in the modeling. But in any case, all else equal, I think we are going to continue to focus on making sure we're fine in a higher rate scenario while staying balanced across a range of scenarios. So not really a lot of change in our positioning, and that's obviously including the fact that we took on First Republic which, even net of some of the liabilities, had a long structural interest rate position. We did not actually want to get longer as part of the deal, and so as a result we took actions to ensure that net-net we are still about the same as we were last quarter. Yeah. So I would caution you from drawing too broad a conclusion from this. I mean, I think that when we talk about office for example, our portfolio as you know is quite small and our exposure to sort of so-called urban dense office is even smaller. The vast majority of our overall portfolio is multi-family lending so as a result, like our sample size of observed valuations on office properties is quite small. But you know we like to be sort of ahead of the cycle, and based on everything that we saw this quarter it just felt reasonable to build a little bit there to get to what felt like a comfortable coverage ratio. In the Middle Market segment, we saw downgrades in excess of upgrades, but I don't see that as sort of necessarily indicative of anything terribly significant in the broader read-across."
71,2Q23,Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co.","Steve, you there?",Steve Chubak,Wolfe Research,
72,2Q23,Ebrahim H. Poonawala,"Analyst, Bank of America Merrill Lynch","Good morning. I guess just first question, following up on the outlook for the economy. Like, we've all been worried about the recession for a year and there's a debate about the lagged effects of the Fed rate hike cycle. When you think about – Jeremy, I think you mentioned your unemployment outlook relatively similar today versus a quarter ago – how worried should we be in terms of the credit cycle 6 to 12 months from now? Or are you leaning towards concluding that maybe U.S. businesses, consumers have absorbed the rate cycle a lot better than we expected a year ago? Got it. And just a follow-up on the upcoming Basel reforms, two questions. You've talked about the impact to the U.S. economy, like others have said the same. At this point, is that falling on deaf ears? And secondly, maybe, Jeremy, if you can touch upon just structural changes that you expect to make in the Capital Markets business because of FRTB. Thank you. Yeah. Okay. Thank you.",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co.","Yeah. So, I mean, I'm sure Jamie has some views here. But in my view, I would just caution against jumping to too many super-positive conclusions based on a couple of recent prints. And I think generally, our point is less about trying to predict a particular outcome and more about trying to make sure that we don't get too much euphoria that over-concentrates people on one particular prediction when we know that there's a range of outcomes out there. So obviously, people are talking a lot about the potential for soft-landing right now, no landing, immaculate disinflation or whatever. And whether our own views on that have changed meaningfully, I don't know. But the broader point is that we continue to be quite focused on Jamie's prior comment that loss rates still have room to normalize even post-pandemic, so we're probably over-earning on credit a little bit. Obviously, we've talked about the expectation that the NII is going to come down quite a bit. So even forgetting about whether you get some surprisingly negative outcomes on the economy from where we stand today, even in a central case you just need to recognize that there should be some significant normalization. Yeah. So on your first point, I mean, I think you can just read Vice Chair Barr's speech, right? He addressed that point fairly directly. He clearly doesn't agree as is his right, so we'll see what happens. We continue to feel that, all else equal, higher capital requirements definitely are going to increase the cost of credit, which is bad for the economy, so we'll see what happens on that. On FRTB, it's really very nuanced. It's probably too much detail for this call, to be honest. But just to give you like one immaterial and insignificant but useful example, one product under FRTB is yield curve spread options. And if the FRTB proposal goes through as currently written, that product just becomes not viable. So, obviously, if we need to stop doing that product, no one really cares. But it's just one example of the way sometimes, when you're really disciplined about allocating capital thoroughly all the way down to individual products and responding accordingly, you can wind up having to change your business mix. There are obviously more significant products that matter much more for the real economy like mortgage where the layering-on of the operational risk and the way it's being proposed, especially if some of the other beneficial elements of the proposal don't come through, you're once again making that product even harder to offer to homeowners. So we'll see, we'll see what happens."
73,2Q23,Mike Mayo,"Analyst, Wells Fargo Securities LLC","Hi. I had another question on Vice Chair Barr's speech from this week. To the extent that capital ratios do go up 20% for you and perhaps others, to what degree would you think about changing your business model in terms of remixing where you do business, repricing or simply removing activities that you used to do? It's kind of ironic, or maybe it's not ironic, that Apollo hits an all-time stock price high at the same week of the speech. So how much business leaves JPMorgan or the industry if capital ratios do go up as much as potentially proposed? Alright, and separate question. I appreciate the Investor Day – gives a little bit more color on the degree that your investments may or may not pan out; we are still all watching that closely. Having said that, you just increased revenue guidance by $10 billion for NII between this quarter and the first quarter without changing expense guidance by even $1. Aren't you tempted to spend a little bit more? Why not spend more if you're gaining share? And I'm not saying that you should; I'm just wondering like aren't you tempted to do so? You have $10 billion more revenues and you're not spending $1 more of expenses. Like, why not? Wait, wait. Just to be clear. It's just the flip side of the question I asked for two years, going back to it. And then last quick follow-up...",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co.","Yeah. Mike, I mean... Yeah, exactly. And I was going to say, Mike, yes to everything, so meaning repricing, yes, definitely. To the extent that we have pricing power and the higher capital requirements mean that we're not generating the right returns for shareholders, we will try to reprice and we'll see how that sticks and how that flows into the economy and how that affects demand for products. And if the repricing is not successful, then in some cases we will have to remix and that means getting out of certain products and services. And as Jamie points out, that probably means that those products and services leave the regulated perimeter and go elsewhere, and that's fine. As Jamie points out, those people are clients and I think that point was addressed also in Vice Chair Barr's speech. But traditionally, having risky activities leave the regulated perimeter has had some negative consequences, so these are all important things to consider. Mike, let me get this right. You're actually complaining that our expenses aren't high enough? Is that right? Fair enough. I appreciate the balance. In all seriousness, we've always been pretty clear, right, that our spending is through-the-cycle spending based on through-the-cycle investment, through-the-cycle spending based on our through-the-cycle view of the earnings-generating power of the company and the goal to produce the right returns. So broadly speaking, NII tends to flow straight through to the bottom line, both when it's going up and, by the way, when it's going down too, and we've been through those moments as you well remember. So whether or not there are opportunities to deploy some more dollars into marketing and stuff like that, we have actually looked at that recently. I don't see that being a meaningful item this year, which is part of why we have not revised the expense guidance so far. But this is about investing through the cycle and being honest and disciplined about which revenue items carry expense loading and which of them don't. Yeah. I mean, you said it yourself, right? You definitely can extrapolate the current numbers. But I think more broadly on benchmarking ourselves to low-cost providers, it sort of speaks to an area that you've been interested in for a long time which is all of the investment that we're doing in technology to improve generally scalability and get more of our cost base to be variable versus fixed in terms of how we respond to volumes – that's a big part of the reason that we're doing the investments that we're doing, and modernization and cloud and AI and all the type of stuff that we've talked about a lot. So I think we feel really good about our efficiency as a company, but there definitely is room for improvement."
74,2Q23,Steven Chubak,"Analyst, Wolfe Research LLC","Hey. Thanks for taking the question and apologies for the technical issues earlier. Wanted to ask on the deposit outlook – just with signs that recent liquidity drawdown has come predominantly out of RRP versus industry deposits, just wanted to get your thoughts on what expectations you have for deposit growth in the second half, both for you and even the broader industry, especially as Treasury issuance really begins to ramp in earnest. Helpful color, and just a follow-up on Card income. Revenues were muted in the quarter. I was hoping you could unpack just the sources of pressure. Maybe more specifically, how much of a drag is associated with FAS 91 versus some other factors. Can you size the reward liability impact? Great. Thanks for taking my questions.",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co.","Yeah. Good question, Steve, so let me say a couple things about this. So obviously, our deposit numbers have bounced around a little bit as a function of some of the turmoil that we saw in regional banks as well as obviously the First Republic transaction. But now, if you look at our kind of end-of-period deposits this quarter and you project forward, our core view is that we would expect a sort of modest downward trend to re-assert itself from this higher starting point, broadly as a function of QT playing through the system but noting that we do have some hope for offsets by taking share. Just to give a couple examples, like in Consumer, we've got some of our branch expansion markets seasoning and so there are share opportunities there. And in Wholesale, we’ve obviously invested a lot in products and services and so we think we have compelling offerings that are helping us win mandates, and so there are potentially some share offsets there. But broadly, our core view remains modest deposit declines across the franchise. Within that, you note the same thing we've noted that as we got through the debt ceiling and the TGA build has come into effect, and you've seen a lot of bill issuance, big question in the market about whether that was going to come out of reserves or come out of RRP. And so far, with most of the TGA build – I guess they're targeting $600 billion and they're at $550 billion – or something so they're almost done, more of it than some people feared has come out of RRP. So as you say, I think that's a relatively good sign and highlights how the system works better when you've got ample supply of short-dated collateral on the front end of the yield curve. So that whole RRP/TGA bank reserve dynamic is going to continue to be significant, but it is good to see RRP coming down a little bit. Yeah. So actually, that Card income number, Steve, is a little bit of a one-off thing. So we had a reward liability adjustment this quarter, kind of a technical thing, so that's just a temporary headwind. And also, the sequential comparison is also getting hurt by a small positive one-off item in the prior period. And obviously, I know you guys looked at it, but Card income isn't sort of a thing we look at that much ourselves. Why don't you get Mikael to give that to you? It's not that significant but it's enough to just make the sequential number look a little bit wonky."
75,2Q23,Glenn Schorr,"Analyst, Evercore ISI","Thank you. Just want to follow -up on this pricing power conversation because you've been consistent over time that you have a limited ability to sustain pricing power due to the competitive landscape. But I guess my question is if not now, when? Meaning, a lot has changed on the institutional side, the European bank side, the regional bank side and I would think that there’d be certain businesses that you have a greater ability an d willingness to push price on. And then maybe you could tie that to your comments in the press release on what are the mater ial – what are the real -world consequences for markets and end users that you're referring to when talking about material regulator y changes? Thanks a lot. Actually, I think you hit on it so I'll just do a follow -up on a related. So the notion of private credit doing large traditional investment -grade lending activity is maybe part of the competitive landscape that limits the ability to push price. In Jamie's letter, you tal ked about the downside – or my question is what's the downside if more of the mortg age credit asset -backed intermediation business is pushed out of the banking system? Appreciate that, Jeremy.",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co.","Sure. So, look, on pricing power, you're right – it really depends on the product and it depends on the competitive landscape across different banks, and so it's very granular, it's very product -specific and in some cases we'll have more pricing power than in other cases. I think the overall point that we're trying to make in connection with Basel III Endgame is just that like we think the capital increases  are excessive and it puts pressure on retu rns all else equal, that obviously puts pressure on us to increase price where we can. That is generally a bad thing for the real economy and how all that plays out in detail across different products and services remains to be seen, importantly sinc e we d on't actually have the proposal yet – so we need those details. And sorry, Glenn I forgot the second half of your question. What was it? I mean, I guess it depends on what you mean by downside. But I just think societally speaking, I think we've seen in recent history that when home lending is happening outside the regulated perimeter and things get bad, when you have economic downturns, it produces b ad outcomes for individuals and homeowners and society as a whole, and Jamie has written about this extensively. Beyond that, financially, we've talked about how mortgage lending – I mean, the profitability swings obviously is reasonably cyclical and the recent past has actually been very profitable, then it was less so. Like, the correspondent channel right now is a ctually picking up a little bit. But it's a thin -margin business, it's challenging. And when you increase the capital requirements, it makes it even harder so that just becomes one of the areas where you're in that tension between remixing versus pricing p ower that we talked about a second ago. And it might, in fact, mean that we do less – less credit available for homeowners and more regulatory risk as the activity moves outside the perimeter."
76,2Q23,Betsy L. Graseck,"Analyst, Morgan Stanley & Co. LLC","Hi. Good morning.
I just wanted to unpack a little bit more the drivers of the change you outlined that's coming in the 10-Q, Jeremy, regarding the asset sensitivity going from liability-sensitive to asset-sensitive, at least that's the way I read it. I just wanted to understand what the drivers of that is.
So then…
Okay. And so, is it fair for me to think about that change as a mark-to-market to where we are today? And when I think about your forward guide here, longer-term you're saying, look, deposit betas are accelerating. So as I go through the 10-Qs over the next four, five quarters, I should expect that that $2.5 billion should come down because deposit betas you're anticipating are going to be accelerating from here? I'm just trying to put those two things together.
Right. But you were saying earlier deposit betas you do anticipate are going to be accelerating from here, and that's part of the outlook for NII longer-term to normalize in the mid-70s. Is that right?
Got it.
Okay. All right. Thank you. Appreciate it.",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co.","Hi, Betsy.
Yeah, sure. No problem, Betsy. I mean, as you know, that's always been a challenging number. It's meant as a risk management measure of sorts, although it's also somewhat limited in that respect, and it has been of uneven usefulness in terms of a tool to be able to predict our NII trajectory when rates change. But as we've looked at that and try to improve it and spoken to all of you through this latest rate hiking cycle, we've come to the conclusion that it would improve the usefulness of the disclosure if we included in the modeling the effect of deposit repricing lags. And so, we've done that and that just has the effect that I talked about – it increases the EaR number about $4 billion from minus $1.5 billion, which is roughly what it was last quarter and what it would've been this quarter without the change to something more like $2.5 billion.
All the usual caveats apply, right? I mean, it's never – the answer is going to always – for any given change in rates, the change in our NII is always going to be for one reason or another different from what that disclosure shows. But we do our best to make it easy.
Yeah, it's a good question. It's quite a technical issue. So I think in the past, the way this number was constructed was to assume through-the-cycle betas on all the deposits, and so your notion that like the number would include deposit beta acceleration would not have been the case because it would've been using essentially terminal deposit betas based on the forward curve and then based on a 100% shock to the forward curve. The nuance that we've introduced now is to recognize that given the shock, the reprice that the beta predicts will not be instantaneous, and so you get sort of just the mathematical consequences of that. But I think translating that into a statement about our expectation for beta for the next 12 months relative to our NII guide might be a bridge too far. I'm not sure you can actually draw that conclusion.
Yes, but let me emphasize something on that. Go ahead, Jamie.
Yeah.
Yeah, exactly. And what I was going to say, Betsy, is just that the projection of the $87 billion coming down to a significantly lower number contains both the element of internal migration as well as the potential, which is by no means guaranteed, of product-level reprice. And furthermore then, obviously the dynamics are a little bit different in the different business segments as you move from large corporate Wholesale to Consumer.
Yeah."
77,2Q23,Matt O'Connor,"Analyst, Deutsche Bank Securities, Inc.","Good morning. So I'm in your camp that eventually consumers will want more deposit rate sensitivity here. But I guess what would make you change your rates meaningfully? So the top two banks have about 50% consumer market share, loan-to-deposit ratios are low. Your outlook for loan growth, and I think others, is fairly sluggish, at least outside of Card. I get that it's common sense, and that's what we've seen historically. But there really is this kind of big divergence among big banks and everybody else where the big banks just don't need to pay that much for deposits for a slew of reasons. So what would make you change that? Yeah. I 100%... Yeah. I mean, again, I 100% agree, but we've never seen kind of loans-to-deposit ratios for banks like yours this low, so you could just let deposits run off at a modest amount for quite some time and make the decision not to pay up. I mean, I've seen the trade-off that eventually you'll... Got it. Okay. All right. Thank you.",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co.","Yeah. In the end, Matt, it's just feedback from the field. It's competition and feedback from the field. We – Jamie, go ahead. Yeah. Matt, it's really just about primary bank relationships in the end. That's the core of the strategy. Thanks."
78,2Q23,Charles W. Peabody,"Analyst, Portales Partners LLC","Morning. Jeremy, on page 4 of your presentation, you show some liquidity metrics. And there's been a meaningful deterioration, or I shouldn't say deterioration, depletion of some of that excess liquidity, obviously for First Republic primarily. So my question is how quickly do you want to rebuild that liquidity because as I look out towards 2024, there's probably a half dozen variables that are going to make liquidity a premium event 
 to have excess liquidity? So that's my first question. What's your plans for replenishing that liquidity? All right. So sort of wrapped into that as a follow-up, if you take your $87 billion forecast for NII this year, and that implies at least one quarter of maybe $22 billion of NII, and you take your eventual forecast of mid-$70 billion of NII at some point in the future, that would imply at least one quarter of $18 billion of NII so that's about an 18% drop. And if you hold the balance sheet steady, you're talking about a 30-basis point drop in your margin, your NIM, to get from $22 billion to $18 billion. I mean, what is driving 
 is it really the deposit or are you thinking in terms of interest reversals as credit deteriorates or is it rebuilding of liquidity? I'm just trying to get a better sense of the impact is. Thank you.",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co.","Yeah. Charlie, so I know we talked about this a little bit at Investor Day, right? So as I said in my prepared remarks, yeah, we think about half of the change in the bank LCR number is a consequence of First Republic and the rest of it is just the expected decrease in system-wide deposits flowing through into our HQLA balances and the bank LCR ratio. So that's all entirely as expected and therefore, I think that the replenishing notion is not correct. In fact, obviously, we still have ample, ample liquidity. Now, if you want to project trends forward, that's a different story but that's sort of the business of banking. We'll adjust accordingly in terms of our asset and liability mix across different products and to ensure compliance to the ratios and fortress balance sheet principles as you would expect from us. Yeah. Hey, Charlie. I would think about that as being really entirely a deposit story. It's just not that complicated, right? I think we did this 
 I think it was either in the fourth quarter or in the first quarter 
 where we put a little chart on a page, just very simple terms, that shows what the dollar consequences are of whatever 
 like 10-basis point change in deposit rate paid in terms of NII run rate. So whether it's as a consequence of migration from lower-yielding to higher-yielding, going from 0% to a 4% CD is obviously a big impact on margin. Or whether it's because savings reprices, relatively small changes in rate there are kind of a lot of money when you've got a couple trillion dollars of deposits. So it's really not any more complicated than that and that's why we're being so forceful about reminding people about what we expect that trajectory to be."
79,2Q23,Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co.",Thank you very much.,Jamie Dimon,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","Thank you, guys."
80,1Q23,Steven Chubak,"Analyst, Wolfe Research LLC","Hey, good morning. So, Jamie, I was actually hoping to get your perspective on how you see the recent developments with SVB impacting the regulatory landscape for the big banks. In your letter you spent a fair amount of time highlighting the consequences of overly stringent capital requirements, the risk of steering more activities to the less regulated nonbanks. But what are some of the changes that you're scenario planning for – whether it's higher capital, increase in FDIC assessment fees? And along those same lines, how you're thinking about the buyback given continued strong capital build, but a lot of macro uncertainty at the moment. Got it. And just in terms of appetite for the buyback, just given some of the... ...elevated macro uncertainties. That's great. I'll hop back into the queue. Thanks so much for taking my questions.",Jamie Dimon,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.",
81,1Q23,Ken Usdin,"Analyst, Jefferies LLC","Hey, thanks. Good morning. Hey, Jeremy, I was just wondering if you can just give us a little bit more detail on those lower funding expectation points that you made, just in terms of is it because of what you can offer the client that might allow you to kind of keep that beta lower? And maybe you can just kind of wrap it into what your overall beta expectations are in that revised update? Thank you. Yeah, and as a follow-up on the point about rate expectations coming now in, and potentially getting cut sooner – how do you take a look at what that might mean just for the broader economy? Do you think it's more just because inflation's coming down? Do you think it's because the Fed's just got to react to an even tougher economy and still some of those storm clouds that might be out there? Just kind of your general thinking about the other read-throughs of what lower rates quicker will mean for the broader economy. Okay. Thank you very much.",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co.",
82,1Q23,John McDonald,"Analyst, Autonomous Research","Hi, thanks. Jeremy, wanted to follow up again on the drivers of the NII revision and the lower rates paid assumption. You mentioned the Fed cuts coming sooner and positive feedback on the customer offers. What about the March events? Do the bank failures there that happened in March 
 in your view, do they slow the reprice intensity because folks are moving other than price reasons? Or they intensify it industry-wide because smaller banks have to reprice to keep their deposits? How do those events influence your view of the reprice? Okay. And then I wanted to ask Jamie 
 there's a narrative out there that the industry could see a credit crunch 
 banks are going to stop lending, even Jay Powell mentioned that as a risk. Do you see that in terms of anything you look at in terms of lending and is that a reaction that makes sense 
 that banks might be retrenching a lot here? Do you worry about that for the economy in terms of credit crunch? Thanks.",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co.",
83,1Q23,Erika Najarian,"Analyst, UBS Securities LLC","Hi. Good morning. My first question is you mentioned that your reserve build was driven mostly by worse economic assumptions. I'm wondering if you could update us on what unemployment rate you're assuming in your reserve. So, as you think about all of what you've just told us 
– so $81 billion of NII this year, and who knows when medium-term is going to happen of mid-70s, the clear strength of the franchise producing 23% ROTCE in a quarter where your CET1 is 13.8% and a reserve that already reflects 5.8% unemployment. As we think about recession and what JP Morgan can earn in a recession, do you think you can hit 17% ROTCE even in 2024 
– assuming we do have a recession in 2024 as everybody is expecting 
– given all these revenue dynamics and how prepared you are on the reserve? Thank you.",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co.",
84,1Q23,Jim Mitchell,"Analyst, Seaport Global Securities LLC","Hey. Good morning. Maybe just a little bit on the deposit, your thought process there. You've seen some inflows. Why do you think that you lose them going forward? And just maybe talk a little bit about the dynamic in pricing – do you feel like given the inflows, do you see some pricing power for the larger banks? No, fair – all fair points. And maybe just a follow-up on John's question on the lending environment. You talked about the industry likely pulling back. Are you changing your underwriting standards in any way? Just trying to think through is there potential for some market share gains given your strength of capital and liquidity? Or how you're thinking about the loan environment? Okay. Great. Thanks.",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co.",
85,1Q23,Gerard Cassidy,"Analyst, RBC Capital Markets LLC","Thank you. Hi, Jeremy.
In your comments about your CET1 ratio, obviously it came in strong at 13.8%. You've got the GSIB buffer obviously going up next year, and we have the stress test coming this summer or in June – the results – which maybe will lead to banks, including yours, having a higher Stress Capital Buffer. Where should we think about that CET1 ratio being by the end of the year, do you think?
Sure. And then just as a follow-up, if I heard you correctly, can you give us a little more color – I think you mentioned in building the loan loss reserve this quarter you identified some one-off credits? I don't know if that's how you said it – there's some larger credits. Were they commercial real estate oriented? Were they commercial? Any more color there?
Leverage loan-type items or just regular Corporate credits?
Okay, very good.
Thank you.",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co.",
86,1Q23,Ebrahim H. Poonawala,"Analyst, Bank of America Merrill Lynch","Hi, good morning. I guess, maybe one question, Jeremy. You reminded us of the relatively low office exposure for JPM. But, obviously, you're big players in the CRE market. Just give us a sense of when you look at the two pressure points on CRE, one, how much is oversupply – and that probably goes beyond office into apartments – how much of a issue is oversupply in the market as we think about the next few years going into a weakening economy? And how much of a risk is higher for longer rates in that if the central banks can't cut rates in the next year or two, we will see a ton of more pain because of the re-fi wall that's coming up? And just as a follow up, I think the other risk from higher for longer rates, I think, is this – the ability of the economy, the financial markets to sustain a 5% less Fed fund for a long period of time? Like, what are the other areas you're watching if duration mismatch and bank balance sheets being one, CRE market being one, are you worrying – worried about non-banks that have grown exponentially over the last decade in terms of risks at the non-banks if rates don't get cut? And if you can talk to the transmission mechanism of that coming back and hitting banks given the leverage that banks provide to the non-banks. Got it. Very helpful. Thank you.",Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co.",
